,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN
0,0,Maruti,2017,1197.0,3rd Party,5.45,40000.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Agra,baleno 1.2 alpha,91YCJCV64M838AV2U
1,1,Tata,2018,2179.0,3rd Party,10.0,70000.0,Automatic,1st Owner,153.86,Diesel,7.0,17.6,MUV,Agra,hexa xta,43NEAWKY5AK63JEJM
2,2,Maruti,2015,1197.0,3rd Party,4.5,70000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,swift dzire vxi,6FSJU5X17BVA649G4
3,3,Maruti,2015,1197.0,3rd Party,4.5,70000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,swift dzire vxi,K0R4C3Y17ZLPYXFLZ
4,4,Hyundai,2009,1086.0,3rd Party,1.6,80000.0,Manual,1st Owner,68.05,Petrol,5.0,19.81,Hatchback,Agra,i10 magna 1.1,EERRPCZ94NP9F1Y27
5,5,Hyundai,2015,1197.0,3rd Party,4.7,70000.0,Manual,1st Owner,81.86,Petrol,5.0,17.19,Hatchback,Agra,i20 active 1.2,1ALTEWS68LUAPK6ZD
6,6,Tata,2017,1047.0,3rd Party,3.6,120000.0,Manual,1st Owner,69.0,Diesel,5.0,27.28,Hatchback,Agra,tiago 1.05 revotorq xz,9GXPR63B014CLRE8S
7,7,Hyundai,2010,1086.0,3rd Party,2.0,60000.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Agra,i10 magna 1.1,LC0EV4V281WG259N6
8,8,Maruti,2016,1196.0,3rd Party,3.7,20000.0,Manual,1st Owner,73.0,Petrol,7.0,15.37,Minivans,Agra,eeco 7 seater standard bsiv,8ZEM5KBE8Z57B22FL
9,9,Hyundai,2009,1086.0,3rd Party,1.2,30000.0,Manual,1st Owner,62.0,Petrol,5.0,,Hatchback,Agra,santro xing gl,PZNB1P12XZ2B76ERX
10,10,Honda,2014,1198.0,3rd Party,3.3,70000.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Agra,amaze e i-vtech,49VHDCK69SE3LVH0D
11,11,Hyundai,2018,1197.0,3rd Party,4.75,60000.0,Manual,2nd Owner,81.86,Petrol,5.0,20.14,Sedan,Agra,xcent 1.2 vtvt sx,XK82PV9G3KJF1V004
12,12,Maruti,2020,1462.0,3rd Party,6.86,50000.0,Manual,3rd Owner,103.25,Petrol,5.0,21.56,Sedan,Agra,ciaz sigma bsiv,ETF615J92KRYPX2YS
13,13,Hyundai,2021,1493.0,3rd Party,12.5,60000.0,Manual,1st Owner,98.6,Diesel,5.0,23.7,SUV,Agra,venue sx opt executive diesel,G0NN7NRC472P1HH5E
14,14,Hyundai,2021,1396.0,3rd Party,11.0,60000.0,Manual,1st Owner,89.0,Diesel,5.0,23.7,SUV,Agra,venue sx dual tone diesel bsiv,VJT28SP4662NTCB85
15,15,Maruti,2019,998.0,3rd Party,3.95,20000.0,Automatic,1st Owner,67.1,Petrol,5.0,23.95,Hatchback,Agra,alto k10 vxi ags optional,AS6AAB9T2VRBBJ0V2
16,16,Maruti,2016,998.0,3rd Party,3.5,40000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Agra,wagon r lxi cng,8BHM80NY59U6NT7E0
17,17,Toyota,2011,1496.0,3rd Party,2.89,50000.0,Manual,2nd Owner,88.7,Petrol,5.0,17.6,Sedan,Agra,etios vx,WEW8CJWD6MFG3ETL6
18,18,Toyota,2011,1364.0,3rd Party,2.82,150000.0,Manual,1st Owner,87.2,Diesel,5.0,21.43,Sedan,Agra,corolla altis diesel d4dgl,W6VC62HN1T7UZD5X3
19,19,Kia,2021,998.0,3rd Party,10.0,10000.0,Manual,1st Owner,118.36,Petrol,5.0,18.2,SUV,Agra,sonet htx plus turbo imt bsvi,RVT3CKAL8W9YVHP6K
20,20,Maruti,2020,1462.0,3rd Party,7.85,30000.0,Manual,2nd Owner,103.25,Petrol,5.0,20.65,Sedan,Agra,ciaz alpha bsvi,3G4Y06SD7D3K4VN51
21,21,Ford,2014,1498.0,3rd Party,3.0,150000.0,Manual,3rd Owner,89.84,Diesel,5.0,22.7,SUV,Agra,ecosport 1.5 dv5 mt ambiente,54CCX55H56ARCEZVP
22,22,Mitsubishi,2011,2360.0,3rd Party,3.97,80000.0,Automatic,2nd Owner,170.0,Petrol,5.0,11.3,SUV,Agra,outlander 2.4,D1WK2UKL9DCVUTVCK
23,23,Maruti,2015,1248.0,3rd Party,3.75,20000.0,Manual,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,swift dzire vdi,350B3BD09K165EB69
24,24,Maruti,2011,998.0,3rd Party,1.0,120000.0,Manual,3rd Owner,67.1,Petrol,5.0,20.92,Hatchback,Agra,alto k10 lxi,7VK1PW0S1F1MWUUJX
25,25,Mitsubishi,2011,2360.0,3rd Party,3.97,80000.0,Automatic,2nd Owner,170.0,Petrol,5.0,11.3,SUV,Agra,outlander 2.4,EM2W2UFUXD3KS2W87
26,26,Maruti,2021,1197.0,3rd Party,6.75,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Agra,baleno zeta,MJJWR1514XYZRXB8V
27,27,Hyundai,2018,1197.0,3rd Party,4.65,60000.0,Manual,2nd Owner,81.86,Petrol,5.0,20.14,Sedan,Agra,xcent 1.2 vtvt sx,FHHZB4DV11DJKH0FB
28,28,Maruti,2015,1197.0,3rd Party,4.8,80000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,swift dzire vxi,CTC3RC4P4ZKRYJHWJ
29,29,Maruti,2014,796.0,3rd Party,2.25,100000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,alto 800 lxi,ZY198ZUF6LS6M4WGN
30,30,Maruti,2016,998.0,3rd Party,3.2,70000.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,wagon r vxi optional,MX0SDPEH404YW80VG
31,31,Hyundai,2015,1197.0,3rd Party,4.15,30000.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,grand i10 sportz,EWFLF6HN03LTE7CTD
32,32,Maruti,2012,1248.0,3rd Party,2.4,120000.0,Manual,3rd Owner,74.0,Diesel,5.0,22.9,Hatchback,Agra,swift vdi,BK40A3UX1U4UMXHVC
33,33,Mahindra,2013,2179.0,3rd Party,3.5,100000.0,Manual,3rd Owner,140.0,Diesel,7.0,15.1,SUV,Agra,xuv500 w6 2wd,1DF4JSFC9XFN9L71S
34,34,Mahindra,2013,2179.0,3rd Party,3.5,100000.0,Manual,3rd Owner,140.0,Diesel,7.0,15.1,SUV,Agra,xuv500 w6 2wd,TS275E5EX42EXU434
35,35,Tata,2013,2179.0,3rd Party,2.96,90000.0,Manual,2nd Owner,138.1,Diesel,7.0,11.57,SUV,Agra,new safari dicor 2.2 ex 4x2,1JCZFP3J3LDD800UP
36,36,Tata,2013,2179.0,3rd Party,2.96,90000.0,Manual,2nd Owner,138.1,Diesel,7.0,11.57,SUV,Agra,new safari dicor 2.2 ex 4x2,7D7FM0HE8TPUSDG6E
37,37,Tata,2018,1199.0,3rd Party,3.16,100000.0,Manual,1st Owner,84.0,Petrol,5.0,23.84,Hatchback,Agra,tiago 1.2 revotron xe,VKY9C84U4ZNA3PDLZ
38,38,Maruti,2017,1248.0,3rd Party,7.5,100000.0,Manual,2nd Owner,88.5,Diesel,5.0,24.3,SUV,Agra,vitara brezza zdi plus dual tone,7RGBRL5W9B8PZPZ3M
39,39,Maruti,2019,1248.0,3rd Party,9.0,120000.0,Manual,1st Owner,88.5,Diesel,7.0,25.47,MUV,Agra,ertiga vdi,FC6TY1M58M4TDLEKB
40,40,Maruti,2022,998.0,3rd Party,5.6,10000.0,Manual,1st Owner,65.71,Petrol,5.0,25.24,Hatchback,Agra,celerio vxi bsvi,548H06U667B49J980
41,41,Maruti,2017,1248.0,3rd Party,8.0,150000.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Agra,vitara brezza zdi plus,KGV6MWJG1RW0YMF93
42,42,Hyundai,2017,1396.0,3rd Party,9.0,120000.0,Manual,2nd Owner,88.7,Diesel,5.0,22.1,SUV,Agra,creta 1.4 e plus,JLAKJC8T522SCFXAH
43,43,Maruti,2019,796.0,3rd Party,2.8,80000.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Agra,alto 800 lxi,AC7K3T382HF9MKULW
44,44,Toyota,2013,2494.0,3rd Party,5.5,90000.0,Manual,2nd Owner,100.6,Diesel,7.0,11.4,Toyota,Agra,innova 2.5 e diesel ms 7-seater,1V8PKRDB5GC3S1DYG
45,45,Toyota,2009,2494.0,3rd Party,2.5,150000.0,Manual,1st Owner,102.0,Diesel,8.0,12.8,MUV,Agra,innova 2.5 g (diesel) 7 seater bs iii,RRFB7MCF3NW211V91
46,46,Tata,2011,1248.0,3rd Party,1.5,150000.0,Manual,1st Owner,90.0,Diesel,5.0,18.8,Sedan,Agra,manza aqua quadrajet,WNMADJYJ7ZYMRFPN6
47,47,Tata,2011,1248.0,3rd Party,1.5,150000.0,Manual,1st Owner,90.0,Diesel,5.0,18.8,Sedan,Agra,manza aqua quadrajet,DCK2RDVC746SZ9JVA
48,48,Hyundai,2017,1186.0,3rd Party,4.8,20000.0,Manual,1st Owner,73.97,Diesel,5.0,24.0,Hatchback,Agra,grand i10 1.2 crdi sportz option,U2EFDNDM3XKE0FYPC
49,49,Maruti,2017,1196.0,3rd Party,3.0,150000.0,Manual,1st Owner,61.7,CNG,5.0,16.2356,Minivans,Agra,eeco cng 5 seater ac bsiv,HNUHYLV77XAVZNBX2
50,50,Maruti,2017,1196.0,3rd Party,3.0,150000.0,Manual,1st Owner,61.7,CNG,5.0,16.2356,Minivans,Agra,eeco cng 5 seater ac bsiv,0ZHDS8Y6XTP511CLL
51,51,Maruti,2017,1196.0,3rd Party,3.0,150000.0,Manual,1st Owner,61.7,CNG,5.0,16.2356,Minivans,Agra,eeco cng 5 seater ac bsiv,GU1BF79H0PVYASWEY
52,52,Audi,2014,1968.0,3rd Party,12.0,30000.0,Automatic,2nd Owner,147.51,Diesel,5.0,16.55,Sedan,Agra,a4 2.0 tdi,AEHP2WA648R1JM5DV
53,53,Hyundai,2022,1197.0,3rd Party,8.0,10000.0,Manual,1st Owner,81.8,Petrol,5.0,21.0,Hatchback,Agra,i20 sportz bsvi,VEC91PWCX51E2GPYX
54,54,Volkswagen,2012,1199.0,3rd Party,2.0,80000.0,Manual,5th Owner,73.9,Diesel,5.0,22.07,Hatchback,Agra,polo diesel trendline 1.2l,MVCURJGF6U5N8DX98
55,55,Maruti,2019,1248.0,3rd Party,7.4,80000.0,Manual,2nd Owner,88.5,Diesel,5.0,24.3,SUV,Agra,vitara brezza vdi,3Z5AJGUX11S6YMAWB
56,56,Hyundai,2009,1086.0,3rd Party,1.5,30000.0,Manual,1st Owner,62.1,Petrol,5.0,17.92,Hatchback,Agra,santro xing gls,HT71RTED5ZTWJNMM6
57,57,Maruti,2016,1248.0,3rd Party,5.2,30000.0,Manual,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,swift dzire vdi,V9016SFL4RL8GPADN
58,58,Hyundai,2010,1197.0,3rd Party,1.7,80000.0,Manual,3rd Owner,78.9,Petrol,5.0,20.36,Hatchback,Agra,i10 sportz 1.2,TJVXNG851N58U82SD
59,59,Hyundai,2021,1197.0,3rd Party,7.1,30000.0,Manual,1st Owner,81.86,Petrol,5.0,17.52,SUV,Agra,venue s bsiv,MZBKS9CA8BUSFD1T2
60,60,Skoda,2021,999.0,3rd Party,9.5,20000.0,Manual,1st Owner,108.62,Petrol,5.0,18.97,Sedan,Agra,rapid 1.0 tsi onyx,LUZLGE7E5EVK1M520
61,61,Ford,2013,1399.0,3rd Party,2.4,70000.0,Manual,1st Owner,68.05,Diesel,5.0,20.0,Hatchback,Agra,figo diesel zxi,F4D3ED9J6G4B27CX8
62,62,Skoda,2021,999.0,3rd Party,9.3,20000.0,Manual,1st Owner,108.62,Petrol,5.0,18.97,Sedan,Agra,rapid 1.0 tsi onyx,R4VK7ENU9GM862BMN
63,63,MG,2022,1956.0,3rd Party,19.22,20000.0,Manual,1st Owner,167.67,Diesel,7.0,16.56,SUV,Agra,hector plus select diesel mt 7 str,PWEBNC0EXACTPS6P8
64,64,Hyundai,2013,814.0,3rd Party,1.5,50000.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Agra,eon d lite,F71J7F7V6XK6V7R0T
65,65,Hyundai,2015,1197.0,3rd Party,3.8,30000.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,grand i10 magna,BCWP1ZS69HXHCKSC3
66,66,Tata,2021,1199.0,3rd Party,5.9,30000.0,Manual,1st Owner,86.63,Petrol,5.0,20.09,SUV,Agra,punch adventure bsvi,ZYCF3JU955MG6C9D4
67,67,Volkswagen,2016,1498.0,3rd Party,4.0,150000.0,Manual,1st Owner,88.0,Diesel,5.0,20.14,Hatchback,Agra,polo 1.5 tdi comfortline,K4L9N9H67HWL6S6EJ
68,68,Toyota,2013,1364.0,3rd Party,3.0,40000.0,Manual,1st Owner,67.06,Diesel,5.0,23.59,Hatchback,Agra,etios liva gd,R2V4CHAD5FZHNXFFM
69,69,Renault,2017,1461.0,3rd Party,5.0,120000.0,Manual,1st Owner,83.8,Diesel,5.0,19.87,SUV,Agra,duster 85ps diesel rxe,KXE7JKGHXJ1HD4DFE
70,70,Maruti,2015,796.0,3rd Party,2.1,20000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,alto 800 lxi,5D3ABZKZ3J3Y7V9AT
71,71,Maruti,2009,998.0,3rd Party,1.0,90000.0,Manual,2nd Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,wagon r lx minor,807JLBAR95553800L
72,72,Mahindra,2015,2179.0,3rd Party,9.0,50000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Agra,xuv500 w10 2wd,ZM04XF7K22XGHKMFY
73,73,Kia,2020,1493.0,3rd Party,13.49,70000.0,Manual,1st Owner,113.43,Diesel,5.0,20.8,SUV,Agra,seltos htx diesel,G0EXG0KU40AAA7357
74,74,Maruti,2019,1248.0,3rd Party,6.5,50000.0,Manual,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Agra,swift dzire vdi,ZMW0EJ4P0E4DPZTR8
75,75,Maruti,2019,998.0,3rd Party,4.75,20000.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Agra,wagon r lxi,YYHPAJR4395KYGA8C
76,76,Nissan,2014,1461.0,3rd Party,3.2,90000.0,Manual,2nd Owner,83.8,Diesel,5.0,20.45,SUV,Agra,terrano xe 85 ps,XM0431921TWFG1GCT
77,77,Maruti,2019,1248.0,3rd Party,6.5,50000.0,Manual,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Agra,swift dzire vdi,4D17TD158ZW29B0RB
78,78,Hyundai,2015,1197.0,3rd Party,3.7,60000.0,Manual,2nd Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,grand i10 sportz,0XBANSG08AKH5AMNM
79,79,Maruti,2009,1061.0,3rd Party,1.1,90000.0,Manual,2nd Owner,67.0,Petrol,5.0,18.9,Hatchback,Agra,wagon r lxi minor,A3R4B1JV34Y0AEN25
80,80,Chevrolet,2009,995.0,3rd Party,0.5,60000.0,Manual,2nd Owner,63.0,Petrol,5.0,16.0,Hatchback,Agra,spark 1.0 lt option pack,J64T8LJR2BKXCM5PP
81,81,Ford,2020,1499.0,3rd Party,5.5,60000.0,Manual,2nd Owner,98.96,Diesel,5.0,24.4,Hatchback,Agra,figo titanium diesel,0JXU3ZTV6N4ZKWHCB
82,82,Honda,2015,1498.0,3rd Party,3.9,90000.0,Manual,2nd Owner,98.6,Diesel,5.0,27.3,Hatchback,Agra,jazz 1.5 e i dtec,XU0J23GG0K98UASKC
83,83,Hyundai,2017,1086.0,3rd Party,2.5,20000.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Agra,i10 magna 1.1l,P7ZFN6GY2BN2HV0KP
84,84,Maruti,2013,796.0,3rd Party,2.0,80000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,alto 800 vxi,RET9R6FM3DFPG0V8G
85,85,Maruti,2022,1197.0,3rd Party,7.25,10000.0,Manual,1st Owner,88.5,Petrol,5.0,22.41,Sedan,Agra,swift dzire vxi bsvi,BW7W5VU81JS1U0T8D
86,86,Honda,2017,1498.0,3rd Party,4.5,110000.0,Manual,1st Owner,98.6,Diesel,5.0,27.3,Hatchback,Agra,jazz 1.5 v i dtec,2CSAV0WC9VL4T7UPP
87,87,Honda,2017,1498.0,3rd Party,7.5,120000.0,Manual,1st Owner,97.9,Diesel,5.0,25.6,Sedan,Agra,city i-dtec zx,A91K8BHH9NM17FUG1
88,88,Toyota,2011,1364.0,3rd Party,2.15,70000.0,Manual,3rd Owner,,Diesel,5.0,23.59,Hatchback,Agra,etios liva gd,EAJSKEWSX9086ENJF
89,89,Maruti,2013,796.0,3rd Party,2.06,80000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,alto 800 vxi,66SE1JAZ43SAU5TYC
90,90,Mahindra,2015,2179.0,3rd Party,5.5,120000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Agra,xuv500 w8 2wd,ANC32NHJ1V3CLJR2Z
91,91,Maruti,2012,998.0,3rd Party,2.5,150000.0,Manual,1st Owner,58.2,CNG,5.0,26.2,Hatchback,Agra,wagon r lxi cng,5UFKKMM43WZ078SE4
92,92,Maruti,2013,796.0,3rd Party,2.1,80000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,alto 800 vxi,4K9Z3XFS4XSJ48W7L
93,93,Toyota,2011,1496.0,3rd Party,2.5,70000.0,Manual,2nd Owner,,Petrol,5.0,17.6,Sedan,Agra,etios v,JNEGG1PPX6970XCYX
94,94,Renault,2016,799.0,3rd Party,1.85,60000.0,Manual,2nd Owner,53.3,Petrol,5.0,25.17,Hatchback,Agra,kwid rxl,6NMVFTY28YMF1HKC8
95,95,Hyundai,2014,1197.0,3rd Party,3.0,70000.0,Manual,3rd Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,grand i10 sportz,LRJ5VZY94F1ZJJAE9
96,96,Chevrolet,2009,995.0,3rd Party,0.5,60000.0,Manual,3rd Owner,62.0,Petrol,5.0,18.0,Hatchback,Agra,spark 1.0 lt,J2HTMVJRX46ZS3BNW
97,97,Chevrolet,2009,995.0,3rd Party,0.5,60000.0,Manual,2nd Owner,62.0,Petrol,5.0,18.0,Hatchback,Agra,spark 1.0 lt,JM5UWAUL0HNK1M24Z
98,98,Hyundai,2013,1120.0,3rd Party,2.5,100000.0,Manual,2nd Owner,70.0,Diesel,5.0,24.0,Hatchback,Agra,grand i10 crdi sportz,LP4JNZLT7TCBK3LD7
99,99,Maruti,2012,1586.0,3rd Party,1.9,120000.0,Manual,2nd Owner,103.3,Petrol,5.0,15.5,Sedan,Agra,sx4 zxi mt bsiv,0GS0AG8R3W7PCDZZ1
100,100,Maruti,2019,1197.0,3rd Party,6.5,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Agra,swift dzire vxi 1.2,YAYESW7A9ZZJ4U0GD
101,101,Mahindra,2013,2179.0,3rd Party,5.0,80000.0,Manual,1st Owner,120.0,Diesel,8.0,15.4,SUV,Agra,scorpio vlx se bsiv,9MW57U5765YS65JX0
102,102,Honda,2013,1498.0,3rd Party,1.9,120000.0,Manual,1st Owner,98.6,Diesel,5.0,25.8,Sedan,Agra,amaze e i-dtech,W8PG43TT8KY2WG8KW
103,103,Maruti,2019,1197.0,3rd Party,5.7,80000.0,Manual,2nd Owner,83.1,Petrol,5.0,21.4,Hatchback,Agra,baleno 1.2 zeta,Z1VS44AL69K14H4T4
104,104,Maruti,2014,1248.0,3rd Party,3.5,80000.0,Manual,2nd Owner,74.0,Diesel,5.0,23.4,Sedan,Agra,swift dzire zdi,XDZ37WD5X4RW7R3YM
105,105,Honda,2014,1498.0,3rd Party,3.8,120000.0,Manual,4th Owner,98.6,Diesel,5.0,26.0,Sedan,Agra,city i dtec s,FEP6WL6TX82TYDZGU
106,106,Maruti,2019,1248.0,3rd Party,7.8,100000.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Agra,vitara brezza vdi,6HB8W6X54E30V7E1P
107,107,Renault,2018,799.0,3rd Party,2.4,20000.0,Manual,1st Owner,53.3,Petrol,5.0,25.17,Hatchback,Agra,kwid std,N0JMG13J0VYTT954G
108,108,Tata,2021,1199.0,3rd Party,8.4,10000.0,Manual,1st Owner,118.35,Petrol,5.0,17.33,SUV,Agra,nexon xm bsvi,6HBZ2VZ93748KS0G6
109,109,Ford,2013,1498.0,3rd Party,2.5,100000.0,Manual,2nd Owner,89.84,Diesel,5.0,22.7,SUV,Agra,ecosport 1.5 dv5 mt trend,L7CFRE6K0FZ4R5993
110,110,Maruti,2014,1248.0,3rd Party,4.0,100000.0,Manual,2nd Owner,74.0,Diesel,5.0,25.2,Hatchback,Agra,swift vdi bsiv,YL1ASV197028EY8F0
111,111,Maruti,2009,1061.0,3rd Party,1.5,80000.0,Manual,1st Owner,67.0,Petrol,5.0,18.9,Hatchback,Agra,wagon r lxi minor,MNWTE8US9R6T5CY5L
112,112,Tata,2009,1248.0,3rd Party,1.0,70000.0,Manual,2nd Owner,75.0,Diesel,5.0,18.0,Hatchback,Agra,indica aqua 1.3 quadrajet,UFB6EZRG4ZCXD5NVN
113,113,Mahindra,2020,2179.0,3rd Party,12.75,50000.0,Manual,1st Owner,152.87,Diesel,7.0,15.1,SUV,Agra,xuv500 w7,0D3T8W0X7WX7PZ0HR
114,114,Datsun,2015,1198.0,3rd Party,2.7,30000.0,Manual,2nd Owner,67.0,Petrol,7.0,19.44,MUV,Agra,go plus t bsiv,PTH1ZZUJ9GRF606GJ
115,115,Mahindra,2020,2179.0,3rd Party,12.75,50000.0,Manual,1st Owner,152.87,Diesel,7.0,15.1,SUV,Agra,xuv500 w7,PCUAEWVH12XJYRAKW
116,116,Chevrolet,2012,936.0,3rd Party,2.2,70000.0,Manual,2nd Owner,57.6,Diesel,5.0,25.44,Hatchback,Agra,beat diesel,TB8GMB6A46DDE00UA
117,117,Ford,2017,1498.0,3rd Party,6.0,50000.0,Manual,1st Owner,99.0,Diesel,5.0,25.83,Sedan,Agra,aspire 1.5 tdci titanium,WGE07TD355YN538WK
118,118,Mahindra,2016,2179.0,3rd Party,9.0,50000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Agra,xuv500 w4,WN55UXJ987CE22PXV
119,119,Maruti,2019,1197.0,3rd Party,4.95,20000.0,Manual,1st Owner,81.8,Petrol,5.0,20.52,Hatchback,Agra,wagon r zxi 1.2,6HDGCASG3ARNB41F5
120,120,Mahindra,2022,1197.0,3rd Party,9.8,60000.0,Automatic,1st Owner,108.62,Petrol,5.0,16.5,SUV,Agra,xuv300 w8 option amt bsvi,3LN9FD9J6PHSJ5G4C
121,121,Kia,2019,1353.0,3rd Party,13.75,20000.0,Automatic,1st Owner,138.0,Petrol,5.0,16.2,SUV,Agra,seltos gtx dct,T96GD16D68BUS1B05
122,122,Maruti,2015,998.0,3rd Party,3.4,40000.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,wagon r vxi bs iv,US19GRNB5W68SU754
123,123,MG,2020,1451.0,3rd Party,13.0,40000.0,Automatic,2nd Owner,141.0,Petrol,5.0,13.96,SUV,Agra,hector sharp dct,H7961PPZ5GB8Y359C
124,124,Tata,2019,1198.0,3rd Party,6.0,70000.0,Manual,1st Owner,108.5,Petrol,5.0,17.0,SUV,Agra,nexon 1.2 revotron xt,4ZPSDRYR4Y0Y1YGHN
125,125,Honda,2012,1198.0,3rd Party,3.0,60000.0,Manual,1st Owner,86.8,Petrol,5.0,19.4,Hatchback,Agra,brio v mt,0EYV0E6A80CBM8FR9
126,126,Renault,2013,1461.0,3rd Party,5.0,150000.0,Manual,2nd Owner,78.0,Diesel,5.0,21.8,Sedan,Agra,fluence diesel e4,8YGFGU9K4R9GNR62N
127,127,Toyota,2020,1496.0,3rd Party,10.99,40000.0,Manual,1st Owner,105.94,Petrol,5.0,17.1,Sedan,Agra,yaris g optional,KP8LS9L38KE7MNJ3G
128,128,Honda,2011,1497.0,3rd Party,3.5,90000.0,Manual,2nd Owner,118.0,Petrol,5.0,17.0,Sedan,Agra,city 1.5 v mt,S5PHW1EH3C64WCKKP
129,129,Renault,2019,999.0,3rd Party,4.35,20000.0,Manual,1st Owner,72.0,Petrol,7.0,20.0,MUV,Agra,triber rxl bsiv,YJUHT7VE578F7BLJX
130,130,Maruti,2012,998.0,3rd Party,1.86,100000.0,Manual,2nd Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,wagon r lxi bs iv,AN4JSFRA1JC69JFL8
131,131,Maruti,2022,1196.0,3rd Party,6.25,20000.0,Manual,1st Owner,61.68,CNG,5.0,15.451199999999998,Minivans,Agra,eeco cng 5 seater ac,4JUETM6T6TABYUA0T
132,132,Maruti,2022,1196.0,3rd Party,6.25,20000.0,Manual,1st Owner,61.68,CNG,5.0,15.451199999999998,Minivans,Agra,eeco cng 5 seater ac,RXGYJA3R9TURYF5AD
133,133,Renault,2012,1461.0,3rd Party,4.5,120000.0,Manual,2nd Owner,108.45,Diesel,5.0,19.01,SUV,Agra,duster 110ps diesel rxz,BJFC1EL66KLP7BHAV
134,134,Hyundai,2017,1396.0,3rd Party,6.5,80000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Agra,i20 1.4 asta,NZWRK85W2GC8BSNPH
135,135,Maruti,2018,998.0,3rd Party,3.5,150000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Agra,wagon r lxi cng,C2YBSJAY5AVHNCTD8
136,136,Hyundai,2009,1197.0,3rd Party,1.3,50000.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Agra,i10 magna 1.2,YYJSUSVG335AGWX9K
137,137,Maruti,2017,1248.0,3rd Party,5.0,70000.0,Manual,1st Owner,74.0,Diesel,5.0,25.2,Hatchback,Agra,swift vdi bsiv,ACY0LK2S1P4JE56N8
138,138,Mahindra,2021,1493.0,3rd Party,9.5,10000.0,Manual,1st Owner,74.96,Diesel,7.0,16.0,SUV,Agra,bolero b6 opt bsvi,JRX1LU6K2H1XLP3U9
139,139,Hyundai,2017,1582.0,3rd Party,7.0,120000.0,Manual,3rd Owner,126.2,Diesel,5.0,19.67,SUV,Agra,creta 1.6 crdi sx,LU5DCH2F80FUD4PHD
140,140,Ford,2009,1399.0,3rd Party,1.4,120000.0,Manual,3rd Owner,68.0,Diesel,5.0,17.8,Sedan,Agra,fiesta 1.4 zxi tdci abs,AT2WAAMM7MTZ4P3RW
141,141,Tata,2010,2179.0,3rd Party,2.0,120000.0,Manual,1st Owner,138.1,Diesel,7.0,11.57,SUV,Agra,new safari dicor 2.2 lx 4x2,C12H9PGNX1GR3VP2M
142,142,Renault,2018,999.0,3rd Party,3.2,20000.0,Automatic,1st Owner,67.0,Petrol,5.0,24.04,Hatchback,Agra,kwid climber 1.0 amt,UZHJP9JW6BZWUFZ6R
143,143,Hyundai,2011,1197.0,3rd Party,2.0,40000.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Agra,i10 magna,GWSCC8W67AKJUYZKV
