,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN
14036,14036,Honda,2018,1498.0,3rd Party,7.5,80000.0,Manual,1st Owner,98.6,Diesel,5.0,25.5,SUV,Delhi,wr-v i-dtec vx,9K7DF0ZY93MX0MFGC
14037,14037,Audi,2014,1968.0,3rd Party,15.5,100000.0,Automatic,1st Owner,174.3,Diesel,5.0,14.16,SUV,Delhi,q5 2.0 tdi,K0ZT3YEZ2SDPVDZPB
14038,14038,Hyundai,2014,1396.0,3rd Party,3.5,70000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Delhi,i20 sportz 1.4 crdi,P6D0YL1XX78V5L46R
14039,14039,Maruti,2011,1197.0,3rd Party,1.82,110000.0,Manual,2nd Owner,85.8,Petrol,5.0,21.1,Hatchback,Delhi,ritz lxi,HMWJ81063S1UEB0XW
14040,14040,Chevrolet,2012,1199.0,3rd Party,1.45,80000.0,Manual,3rd Owner,79.4,Petrol,5.0,18.6,Hatchback,Delhi,beat ls,V2G3RXLP1FJZZ5V51
14041,14041,Maruti,2010,998.0,Comprehensive,1.45,35953.0,Manual,1st Owner,67.1,Petrol,5.0,19.0,Hatchback,Delhi,zen estilo lxi,K09GHDYT9RMFXFNR1
14042,14042,Maruti,2016,1373.0,Comprehensive,6.24,60162.0,Manual,2nd Owner,91.1,Petrol,5.0,20.73,Sedan,Delhi,ciaz zxi plus,6P9NJURP30RP4PH7Z
14043,14043,Hyundai,2019,1197.0,Zero Depreciation,5.9,26340.0,Manual,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 1.2 kappa sportz bsiv,4GLWJW5F85Z4Y645L
14044,14044,Hyundai,2018,1197.0,Comprehensive,6.24,38600.0,Manual,2nd Owner,81.83,Petrol,5.0,18.6,Hatchback,Delhi,i20 1.2 spotz,WZX2KVZC6Y0T8KRFZ
14045,14045,Hyundai,2019,1591.0,Comprehensive,10.76,58139.0,Automatic,1st Owner,121.3,Petrol,5.0,14.8,SUV,Delhi,creta 1.6 sx automatic,7210UHA557WTD1EA8
14046,14046,Mahindra,2019,2179.0,Comprehensive,11.81,63425.0,Automatic,1st Owner,152.87,Diesel,7.0,15.1,SUV,Delhi,xuv500 w7 at,BNWS91LP2A1RFHVVC
14047,14047,Maruti,2016,1373.0,Comprehensive,5.77,50443.0,Manual,1st Owner,91.1,Petrol,5.0,20.73,Sedan,Delhi,ciaz vxi plus,2HM1AVFZ6U8ASVP18
14048,14048,Hyundai,2017,1591.0,Comprehensive,8.65,44614.0,Manual,1st Owner,121.3,Petrol,5.0,15.29,SUV,Delhi,creta 1.6 vtvt e plus,5N75EHEV5UW5JXZJ0
14049,14049,Ford,2017,1498.0,Comprehensive,5.89,48692.0,Manual,1st Owner,98.59,Diesel,5.0,22.77,SUV,Delhi,ecosport 1.5 tdci titanium bsiv,L2LN5PJ419VDZZ0ML
14050,14050,Hyundai,2017,1197.0,Comprehensive,4.35,76181.0,Manual,1st Owner,81.86,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 1.2 kappa magna bsiv,9TJ3RMRZ3PVH5MKF2
14051,14051,Maruti,2021,1197.0,3rd Party,5.37,36218.0,Manual,3rd Owner,81.8,Petrol,5.0,21.01,Hatchback,Delhi,baleno sigma,43NEGDJY56S83A5RM
14052,14052,Maruti,2017,1197.0,3rd Party,4.5,90000.0,Manual,1st Owner,83.11,Petrol,5.0,20.4,Hatchback,Delhi,swift lxi optional-o,ECBX05RF9L238LLEC
14053,14053,Hyundai,2014,1396.0,3rd Party,4.0,70000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Delhi,i20 sportz 1.4 crdi,XFK62DK14RVA6SUY6
14054,14054,Nissan,2013,1461.0,3rd Party,1.8,100000.0,Manual,2nd Owner,63.1,Diesel,5.0,23.08,Hatchback,Delhi,micra diesel xv premium,WP63FXNE97409754A
14055,14055,Maruti,2014,1373.0,3rd Party,6.15,90000.0,Manual,1st Owner,80.9,CNG,7.0,22.8,MUV,Delhi,ertiga vxi cng,XBVFKPK490X1Y7KLL
14056,14056,Hyundai,2018,1591.0,3rd Party,9.3,40000.0,Manual,1st Owner,121.3,Petrol,5.0,15.29,SUV,Delhi,creta 1.6 vtvt e plus,MPHAR3HM2DPN5WZ48
14057,14057,Hyundai,2013,1086.0,3rd Party,2.3,60000.0,Manual,2nd Owner,62.1,Petrol,5.0,17.92,Hatchback,Delhi,santro xing gl plus,0RL7KELR4Y9UFUT7P
14058,14058,Chevrolet,2012,1199.0,3rd Party,1.45,80000.0,Manual,3rd Owner,79.4,Petrol,5.0,18.6,Hatchback,Delhi,beat ls,0WN2EX388Z9C6FKTS
14059,14059,Ford,2018,1194.0,Comprehensive,5.39,46344.0,Manual,1st Owner,94.68,Petrol,5.0,19.0,Hatchback,Delhi,freestyle titanium plus petrol bsiv,1W571A1J21KRP1SDV
14060,14060,Hyundai,2015,1197.0,Zero Depreciation,4.24,33873.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 sportz,JPSGP1V98834VA8AU
14061,14061,Honda,2014,1198.0,Comprehensive,4.01,46843.0,Automatic,1st Owner,86.7,Petrol,5.0,15.5,Sedan,Delhi,amaze s at i-vtech,JWJLCMJY4X9F23FYK
14062,14062,Tata,2021,1497.0,Zero Depreciation,8.42,33411.0,Manual,1st Owner,88.77,Diesel,5.0,23.64,Hatchback,Delhi,altroz xz diesel bsvi,1DFHE5FH7N6DZWAZH
14063,14063,Maruti,2018,1248.0,Zero Depreciation,6.82,42576.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Delhi,vitara brezza vdi option,08GNCPL031MSH8SYZ
14064,14064,Toyota,2015,1798.0,3rd Party,8.61,59985.0,Automatic,2nd Owner,138.03,Petrol,5.0,14.28,Sedan,Delhi,corolla altis vl at,CW0AK2KA75K1V6AEX
14065,14065,Maruti,2014,1197.0,Comprehensive,3.56,87755.0,Manual,1st Owner,81.8,Petrol,5.0,22.0,Hatchback,Delhi,swift vvt vxi,1VVA8UCF8184TATY6
14066,14066,Renault,2017,1598.0,3rd Party,6.38,59010.0,Manual,2nd Owner,102.53,Petrol,5.0,13.06,SUV,Delhi,duster petrol rxl,3R7GZP6H2B3A44N5W
14067,14067,Maruti,2018,1197.0,3rd Party,4.65,53889.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Hatchback,Delhi,swift lxi,CV7WWFHG7PT46FM7G
14068,14068,Tata,2018,1199.0,Zero Depreciation,4.6,70383.0,Manual,1st Owner,84.0,Petrol,5.0,23.84,Hatchback,Delhi,tiago 1.2 revotron xz,T507RKMH99N66DS1L
14069,14069,Jeep,2019,1956.0,Comprehensive,12.77,54030.0,Manual,2nd Owner,170.0,Diesel,5.0,17.1,SUV,Delhi,compass 2.0 sport plus bsiv,7NPZG3RF5MWGE9L6A
14070,14070,Chevrolet,2012,1199.0,3rd Party,1.45,80000.0,Manual,3rd Owner,79.4,Petrol,5.0,18.6,Hatchback,Delhi,beat ls,KW1AGMR28S1RDVP8W
14071,14071,Maruti,2013,1197.0,3rd Party,2.4,50000.0,Manual,2nd Owner,85.8,Petrol,5.0,18.5,Hatchback,Delhi,ritz vxi,KVP8E52RX139K67AU
14072,14072,Maruti,2009,1061.0,3rd Party,1.75,90000.0,Manual,2nd Owner,67.0,Petrol,5.0,18.9,Hatchback,Delhi,wagon r lxi minor,9F9C3C5V29FAJ3C6A
14073,14073,Tata,2019,1198.0,3rd Party,7.5,40000.0,Manual,1st Owner,108.5,Petrol,5.0,17.0,SUV,Delhi,nexon 1.2 revotron xz plus,YM4T4FC1352B1J305
14074,14074,Honda,2017,1198.0,3rd Party,3.0,90000.0,Manual,1st Owner,86.7,Petrol,5.0,17.8,Sedan,Delhi,amaze e i-vtec,A83BEHPWXP2XJ1U18
14075,14075,Maruti,2011,998.0,Comprehensive,1.65,75449.0,Manual,1st Owner,67.1,CNG,5.0,26.3,Hatchback,Delhi,zen estilo lxi green (cng),5JY34CKZ0K92BGHGR
14076,14076,Maruti,2016,796.0,3rd Party,2.43,29781.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Delhi,alto 800 lxi,T8W1NGK90WMG4LWMZ
14077,14077,Maruti,2019,796.0,Zero Depreciation,3.35,26650.0,Manual,2nd Owner,47.3,CNG,5.0,33.0,Hatchback,Delhi,alto 800 lxi cng,NFX0751S032JZGFVR
14078,14078,Hyundai,2016,1197.0,3rd Party,5.38,29951.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Delhi,i20 magna 1.2,EBG80KL27RKG7XYP7
14079,14079,Maruti,2010,796.0,3rd Party,1.56,24693.0,Manual,1st Owner,46.3,Petrol,5.0,19.7,Hatchback,Delhi,alto lxi,3WUBB1WB35PBTTBWY
14080,14080,Maruti,2010,998.0,Comprehensive,1.56,17890.0,Manual,1st Owner,67.1,Petrol,5.0,19.0,Hatchback,Delhi,zen estilo lxi,99VT78FJ0RMMYH6EC
14081,14081,Honda,2015,1198.0,Comprehensive,3.76,115562.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Delhi,amaze s i-vtech,X4PF27VR5HC67801X
14082,14082,Honda,2014,1198.0,Comprehensive,3.69,38624.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Delhi,amaze s i-vtech,TR4124N28RPWV9BWA
14083,14083,Maruti,2018,1197.0,Zero Depreciation,6.16,34966.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Delhi,swift vxi,P1RP7F4Z17UR79UX3
14084,14084,Hyundai,2011,1197.0,Comprehensive,2.34,67985.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Delhi,i10 sportz,VD2ECXGH0LWC7GVXY
14085,14085,Hyundai,2011,1086.0,Comprehensive,1.49,70303.0,Manual,1st Owner,62.1,Petrol,5.0,17.92,Hatchback,Delhi,santro xing gls,5KR1P9M71US82HC2T
14086,14086,Maruti,2017,1197.0,3rd Party,4.5,90000.0,Manual,1st Owner,83.11,Petrol,5.0,20.4,Hatchback,Delhi,swift lxi optional-o,28V20RRA3WFZVZZ6B
14087,14087,Maruti,2015,796.0,3rd Party,2.88,60000.0,Manual,2nd Owner,34.2,Petrol,5.0,16.8,Minivans,Delhi,omni mpi std bsiv,YGXGR0WL2LCFC5DCJ
14088,14088,Hyundai,2009,1086.0,3rd Party,1.4,150000.0,Manual,3rd Owner,68.05,Petrol,5.0,19.81,Hatchback,Delhi,i10 era,1ELDDAYB9VX1TA4NM
14089,14089,Hyundai,2011,1086.0,3rd Party,1.55,70000.0,Manual,1st Owner,68.05,Petrol,5.0,19.81,Hatchback,Delhi,i10 era,5X7RP0RT0RJ2X5KFX
14090,14090,Hyundai,2010,1197.0,3rd Party,1.45,120000.0,Manual,3rd Owner,80.0,Petrol,5.0,17.0,Hatchback,Delhi,i20 1.2 asta,T8STD3K0413JX4YGN
14091,14091,Mahindra,2014,2179.0,3rd Party,4.75,110000.0,Manual,1st Owner,140.0,Diesel,7.0,15.1,SUV,Delhi,xuv500 w6 2wd,T5PTFRHN3M7JG3UV6
14092,14092,Maruti,2018,998.0,3rd Party,4.88,40344.0,Automatic,1st Owner,65.71,Petrol,5.0,26.0,Hatchback,Delhi,celerio zxi amt,NJAEJMU43Y5D998FW
14093,14093,Hyundai,2011,1591.0,Comprehensive,3.24,63090.0,Manual,1st Owner,121.3,Petrol,5.0,17.01,Sedan,Delhi,verna 1.6 ex vtvt,KUVLRDRA17351XBLM
14094,14094,Kia,2020,1353.0,Zero Depreciation,13.37,94394.0,Automatic,1st Owner,138.08,Petrol,5.0,16.5,SUV,Delhi,seltos gtx plus dct,ZCRDRNLE8B3KYL6YZ
14095,14095,Maruti,2014,1197.0,Comprehensive,3.6,46519.0,Manual,1st Owner,88.5,Petrol,5.0,22.41,Sedan,Delhi,swift dzire lxi,MHFVVVX24E9XXJWME
14096,14096,Maruti,2016,998.0,Comprehensive,4.46,73328.0,Automatic,1st Owner,67.04,Petrol,5.0,23.1,Hatchback,Delhi,celerio zxi at optional,EPRJHB8C3SH2TPYVK
14097,14097,Ford,2021,1194.0,Zero Depreciation,6.61,30388.0,Manual,1st Owner,94.68,Petrol,5.0,19.0,Hatchback,Delhi,freestyle titanium petrol bsiv,V8ABUJTV2YRZ4H5F6
14098,14098,Maruti,2020,1197.0,3rd Party,6.34,22610.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Delhi,baleno delta,JFCTGC523WVH9W1GF
14099,14099,Honda,2018,1198.0,3rd Party,4.9,70000.0,Manual,1st Owner,86.7,Petrol,5.0,17.8,Sedan,Delhi,amaze s i-vtec,NYLYC5YFXN8NWXZHT
14100,14100,Ford,2019,1194.0,3rd Party,5.5,60000.0,Manual,1st Owner,94.68,Petrol,5.0,19.0,Hatchback,Delhi,freestyle trend petrol bsiv,1GPGNSERX32HBBBYS
14101,14101,MG,2022,1956.0,3rd Party,20.9,10000.0,Manual,1st Owner,167.68,Diesel,5.0,,SUV,Delhi,hector sharp diesel mt,B1373TJH158V61WM4
14102,14102,Tata,2021,1199.0,3rd Party,5.8,40000.0,Manual,1st Owner,86.83,Petrol,5.0,19.33,Hatchback,Delhi,altroz xe bsvi,36MU9BZL7SG5ST0BL
14103,14103,Kia,2022,1493.0,3rd Party,15.0,10000.0,Automatic,1st Owner,113.42,Diesel,5.0,,SUV,Delhi,sonet 1.5 gtx plus diesel at dt,M31GLPYA2BPY9XURY
14104,14104,Honda,2009,1497.0,3rd Party,2.75,90000.0,Automatic,2nd Owner,118.0,Petrol,5.0,16.8,Sedan,Delhi,city 1.5 v at,MCAJ150G1XMSVYRD3
14105,14105,Tata,2019,1199.0,3rd Party,4.44,50000.0,Manual,1st Owner,84.0,Petrol,5.0,23.84,Hatchback,Delhi,tiago 1.2 revotron xz,A3YX6BGT7LCG7816A
14106,14106,Mercedes-Benz,2020,1950.0,3rd Party,53.0,50000.0,Automatic,2nd Owner,194.0,Diesel,5.0,,SUV,Delhi,glc 220d 4matic,UH3VMKZY6MPUSEFWZ
14107,14107,Maruti,2016,1197.0,Comprehensive,5.81,25456.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Delhi,baleno 1.2 zeta,LDLAW5MS5MXXNBZE8
14108,14108,Maruti,2017,1197.0,Comprehensive,4.93,69946.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Delhi,swift vxi,90WNRJTEX3XZZJC56
14109,14109,Hyundai,2015,1197.0,3rd Party,3.97,42331.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 magna,9VTVRW8P2FX9RKM89
14110,14110,Tata,2019,1198.0,3rd Party,9.0,70000.0,Automatic,1st Owner,108.5,Petrol,5.0,17.0,SUV,Delhi,nexon 1.2 revotron xza plus dualtone,3WFAAAAS5BWDK61GH
14111,14111,Maruti,2016,1197.0,3rd Party,4.3,60000.0,Manual,2nd Owner,83.1,Petrol,5.0,21.4,Hatchback,Delhi,baleno 1.2 delta,1CLM6VP642CXBCU7E
14112,14112,Maruti,2009,1586.0,3rd Party,1.51,120000.0,Manual,3rd Owner,103.3,Petrol,5.0,15.5,Sedan,Gurgaon,sx4 zxi mt bsiv,KYBZ0S4465HH349GX
14113,14113,Hyundai,2022,1197.0,3rd Party,8.5,20000.0,Manual,2nd Owner,81.8,Petrol,5.0,,SUV,Delhi,venue sx bsvi,PAY2TCEY6VXE4AMZ3
14114,14114,Hyundai,2009,1086.0,3rd Party,1.8,80000.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Gurgaon,i10 era 1.1,LZBFM1G75Y0S3HTA5
14115,14115,Maruti,2012,796.0,3rd Party,2.0,60000.0,Manual,3rd Owner,46.3,Petrol,5.0,19.7,Hatchback,Delhi,alto lxi,22SDHW8YXWU4N52FP
14116,14116,Maruti,2015,998.0,3rd Party,2.55,80000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Delhi,wagon r lxi cng,84CSP0SH5W62008RY
14117,14117,Renault,2014,1461.0,Comprehensive,3.75,50000.0,Manual,1st Owner,83.8,Diesel,5.0,20.45,SUV,Delhi,duster 85ps diesel rxl,DVPDYBDZ2KYFFM92N
14118,14118,Maruti,2010,998.0,Comprehensive,1.67,60180.0,Manual,2nd Owner,65.71,Petrol,5.0,24.39,Hatchback,Delhi,alto k10 vxi,VX9FFVDM8MZNSJ7BH
14119,14119,Kia,2022,1497.0,Comprehensive,11.86,8436.0,Manual,1st Owner,113.42,Petrol,7.0,,MUV,Delhi,carens prestige bsvi,R0MHJRSU0YV9KBR7D
14120,14120,Honda,2017,1497.0,Comprehensive,7.43,67373.0,Automatic,2nd Owner,117.3,Petrol,5.0,18.0,Sedan,Delhi,city i vtec cvt vx,GRFRXXPB6GXB2KW6E
14121,14121,Maruti,2018,796.0,Comprehensive,3.3,17672.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Delhi,alto 800 lxi,DH398C1G1952SV6HF
14122,14122,Maruti,2022,1197.0,3rd Party,5.42,4108.0,Manual,2nd Owner,81.8,Petrol,5.0,20.89,Hatchback,Delhi,ignis sigma bsvi,JVM108BJXN8EY2728
14123,14123,Maruti,2014,998.0,Comprehensive,2.77,120834.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Delhi,wagon r lxi bs iv,JJZPZEZ26CR4W80VJ
14124,14124,Maruti,2020,1197.0,Comprehensive,7.35,23842.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Delhi,baleno zeta,R548LNV00JDC5JPNS
14125,14125,Hyundai,2016,1197.0,Comprehensive,4.48,20244.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 sportz,6KRHC1JN21NSZ02G9
14126,14126,Hyundai,2018,1186.0,3rd Party,4.5,40000.0,Manual,1st Owner,73.97,Diesel,5.0,24.0,Hatchback,Delhi,grand i10 1.2 crdi asta,9GULFLFR3KMHBL016
14127,14127,Hyundai,2015,1197.0,3rd Party,4.9,50000.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Delhi,i20 magna 1.2,16C7VXBV1JCULMS4P
14128,14128,Mercedes-Benz,2020,1950.0,3rd Party,54.0,50000.0,Automatic,2nd Owner,194.0,Diesel,5.0,,SUV,Delhi,glc 220d 4matic,PVRYP80280S5J81Z4
14129,14129,Honda,2019,1497.0,3rd Party,9.0,50000.0,Automatic,1st Owner,117.6,Petrol,5.0,18.0,Sedan,Delhi,city i-vtec cvt v,62A379DX4ZE3T4405
14130,14130,Tata,2018,2179.0,3rd Party,10.5,30000.0,Manual,1st Owner,153.86,Diesel,7.0,17.6,SUV,Delhi,hexa xt,SRNUNK509SWKC2YS3
14131,14131,Hyundai,2017,1197.0,3rd Party,3.6,50000.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 era,TNRS7TZ3718YTJ7CC
14132,14132,Tata,2016,1405.0,3rd Party,3.5,70000.0,Manual,1st Owner,69.01,Diesel,5.0,19.09,Sedan,Delhi,indigo lx (tdi) bs-iii,0DNWV25990DY8T1PB
14133,14133,Hyundai,2018,1197.0,Comprehensive,6.26,58574.0,Manual,1st Owner,81.86,Petrol,5.0,17.19,Hatchback,Delhi,i20 active 1.2 s,F3P9ACT03T3L1XB8J
14134,14134,Maruti,2018,1197.0,Zero Depreciation,5.18,64505.0,Automatic,1st Owner,81.8,Petrol,5.0,20.89,Hatchback,Delhi,ignis 1.2 amt zeta bsiv,D5NJKGDN0AS674C7F
14135,14135,Hyundai,2014,1197.0,Comprehensive,4.57,66601.0,Manual,2nd Owner,81.83,Petrol,5.0,18.6,Hatchback,Delhi,i20 sportz 1.2,ATSEKKJ26PZ96DNCL
14136,14136,Maruti,2020,1197.0,Zero Depreciation,6.2,52492.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Sedan,Delhi,swift dzire vxi 1.2,XR8J8MBU0LAMNX164
14137,14137,Maruti,2019,1197.0,Zero Depreciation,6.64,37315.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Delhi,baleno 1.2 delta,CS7YR4ML24G5A9LX7
14138,14138,Hyundai,2016,1197.0,Zero Depreciation,4.46,19260.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 magna,F1V36UG1817RMH0N2
14139,14139,Tata,2021,1956.0,Zero Depreciation,15.88,88980.0,Automatic,1st Owner,167.67,Diesel,5.0,14.6,SUV,Delhi,harrier xza plus at bsvi,97TY8JZU6EUMGVWF2
14140,14140,Toyota,2011,1197.0,3rd Party,2.78,35131.0,Manual,2nd Owner,78.9,Petrol,5.0,18.3,Hatchback,Delhi,etios liva vx,4MX7BE453ZGGK4U80
14141,14141,Hyundai,2011,1591.0,Comprehensive,3.46,40017.0,Manual,1st Owner,121.3,Petrol,5.0,17.01,Sedan,Delhi,verna 1.6 ex vtvt,ZM4VG2VM5PNPFW6KU
14142,14142,Maruti,2012,1197.0,3rd Party,3.03,45923.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Delhi,swift lxi,PEW7G8L06YAGGH8GC
14143,14143,Hyundai,2009,1495.0,3rd Party,3.0,40000.0,Manual,1st Owner,93.7,Petrol,5.0,16.36,Sedan,Delhi,accent executive,76GLW6V564D1LBPL8
14144,14144,Mahindra,2012,1461.0,3rd Party,2.0,60000.0,Manual,1st Owner,64.1,Diesel,5.0,21.0,Sedan,Delhi,verito executive d4,FZENB4D116C8Z042H
14145,14145,Citroen,2022,1198.0,3rd Party,7.35,10000.0,Manual,1st Owner,80.46,Petrol,5.0,19.3,Hatchback,Delhi,c3 puretech 82 feel bsvi,SKL7GJB424VXLEZMJ
14146,14146,Renault,2017,999.0,3rd Party,2.7,50000.0,Manual,1st Owner,67.0,Petrol,5.0,23.01,Hatchback,Delhi,kwid 1.0 rxt,0551HV8J2LP0MDKNL
14147,14147,Honda,2015,1498.0,3rd Party,5.0,110000.0,Manual,2nd Owner,98.6,Diesel,5.0,25.1,Sedan,Delhi,city i dtec vx,BGSH5X4B2DKU1JFZ2
14148,14148,Maruti,2022,1197.0,3rd Party,8.35,10000.0,Manual,1st Owner,88.5,Petrol,5.0,22.41,Sedan,Delhi,swift dzire vxi bsvi,3481BNCG9D03NHW8B
14149,14149,MG,2021,1451.0,3rd Party,19.0,40000.0,Automatic,1st Owner,141.0,Petrol,5.0,,SUV,Delhi,hector sharp cvt,74DCBCC90UT0UU8T2
14150,14150,Hyundai,2022,1197.0,Comprehensive,7.54,16959.0,Manual,1st Owner,68.05,CNG,5.0,,Hatchback,Delhi,grand i10 nios sportz cng,ZED5DNSZ7CR64LMGK
14151,14151,Tata,2019,1497.0,Comprehensive,7.75,25000.0,Manual,1st Owner,108.5,Diesel,5.0,21.5,SUV,Delhi,nexon 1.5 revotorq xz plus,3YDMBN6Y1G6MH4D0W
14152,14152,Tata,2018,1497.0,Comprehensive,5.95,50000.0,Manual,1st Owner,108.5,Diesel,5.0,21.5,SUV,Delhi,nexon 1.5 revotorq xe,UEN8RRCX2BD9RPJRN
14153,14153,Hyundai,2017,1591.0,Comprehensive,8.55,40000.0,Manual,1st Owner,121.3,Petrol,5.0,15.29,SUV,Delhi,creta 1.6 vtvt s,T9243GPD4H396T0N1
14154,14154,Maruti,2017,796.0,Zero Depreciation,2.63,58645.0,Manual,2nd Owner,47.33,Petrol,5.0,22.05,Hatchback,Delhi,alto 800 lxi,KNJW537A7LD6TCV0V
14155,14155,Hyundai,2018,1197.0,3rd Party,4.7,63384.0,Manual,1st Owner,81.86,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 1.2 kappa magna bsiv,JEDZ10LX3M4YERKUE
14156,14156,Maruti,2017,1197.0,Zero Depreciation,5.25,87184.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Delhi,swift dzire vxi 1.2,MSXSHJRC6GAULW0JH
14157,14157,Maruti,2021,1197.0,Zero Depreciation,7.84,11464.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Delhi,baleno zeta,ENV530MB4ABG8GTRF
14158,14158,Tata,2018,1199.0,Zero Depreciation,4.34,78474.0,Manual,1st Owner,83.81,Petrol,5.0,20.3,Sedan,Delhi,tigor xz,4BGMCHAJX3F8RZN1M
14159,14159,Tata,2018,2179.0,3rd Party,10.0,40000.0,Manual,1st Owner,153.86,Diesel,7.0,17.6,SUV,Delhi,hexa xt,V4JN5CDC4LH8NLCC5
14160,14160,Honda,2014,1497.0,3rd Party,5.75,60000.0,Manual,2nd Owner,117.3,Petrol,5.0,17.4,Sedan,Delhi,city i vtec v,FFTLYVHP8JBDDPNGC
14161,14161,Maruti,2017,1197.0,3rd Party,5.3,30000.0,Manual,2nd Owner,81.8,Petrol,5.0,22.0,Hatchback,Delhi,swift lxi bsiv,2BT1RBNZ3D45NYLC5
14162,14162,Tata,2015,1193.0,3rd Party,1.75,120000.0,Manual,2nd Owner,64.1,Petrol,5.0,15.64,Sedan,Delhi,indigo egls bs iv,DPZ7C6VU5AKX282GZ
14163,14163,Honda,2013,1497.0,3rd Party,4.0,80000.0,Manual,2nd Owner,116.4,Petrol,5.0,16.8,Sedan,Delhi,city s,08EBC9529UNJ3VRYV
14164,14164,Honda,2014,1498.0,3rd Party,4.7,90000.0,Manual,1st Owner,98.6,Diesel,5.0,26.0,Sedan,Delhi,city i dtec sv,BP19H1464YZB0T45E
14165,14165,Hyundai,2015,1197.0,3rd Party,3.77,90358.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 sportz,WUAA9BW311CLL64EY
14166,14166,Hyundai,2017,1197.0,Comprehensive,4.79,27093.0,Manual,2nd Owner,81.86,Petrol,5.0,18.9,Hatchback,Delhi,grand i10 1.2 kappa asta,BS67VZJU0MK4LJ8VF
14167,14167,Hyundai,2017,1197.0,Zero Depreciation,5.59,53348.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Delhi,i20 sportz 1.2,D48B9GM35JKSDXTN4
14168,14168,Maruti,2018,1197.0,Comprehensive,5.38,111670.0,Automatic,1st Owner,88.5,Petrol,5.0,22.56,Hatchback,Delhi,swift zxi amt,EK1V4F2H3UZ8A1JAX
14169,14169,Hyundai,2016,1591.0,Comprehensive,7.61,78041.0,Manual,2nd Owner,121.3,Petrol,5.0,15.29,SUV,Delhi,creta 1.6 vtvt s,PZXEZ6FA6R8M1SCJ1
14170,14170,Datsun,2019,799.0,3rd Party,2.84,29103.0,Manual,1st Owner,53.64,Petrol,5.0,22.7,Hatchback,Delhi,redigo a,ZFRBAXYW09YRX3A6T
14171,14171,Hyundai,2016,1086.0,3rd Party,2.74,54907.0,Manual,3rd Owner,68.05,Petrol,5.0,19.81,Hatchback,Delhi,i10 magna 1.1l,AMNSRMWL2HPRJV50F
14172,14172,Hyundai,2019,1591.0,3rd Party,11.63,54683.0,Automatic,1st Owner,121.3,Petrol,5.0,14.8,SUV,Delhi,creta 1.6 sx automatic,URSJVJKF42AYRGTR1
14173,14173,Maruti,2012,1197.0,Comprehensive,2.95,34682.0,Manual,1st Owner,88.5,Petrol,5.0,22.38,Hatchback,Delhi,swift lxi,P4NZ58RA0H7X1FSVC
14174,14174,Toyota,2015,2982.0,3rd Party,14.0,110000.0,Manual,2nd Owner,168.5,Diesel,7.0,13.0,SUV,Delhi,fortuner 4x2 manual,PH26SJBD36HAMT6XX
