,Unnamed: 0.1,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN,Extra_info
0,0,0,Maruti,2017,1197.0,3rd Party,5.45,40000.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Agra,Baleno,91YCJCV64M838AV2U,1.2 Alpha
1,1,1,Tata,2018,2179.0,3rd Party,10.0,70000.0,Automatic,1st Owner,153.86,Diesel,7.0,17.6,MUV,Agra,Hexa,43NEAWKY5AK63JEJM,XTA
2,2,2,Maruti,2015,1197.0,3rd Party,4.5,70000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,Swift,6FSJU5X17BVA649G4,Dzire VXI
3,3,3,Maruti,2015,1197.0,3rd Party,4.5,70000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,Swift,K0R4C3Y17ZLPYXFLZ,Dzire VXI
4,4,4,Hyundai,2009,1086.0,3rd Party,1.6,80000.0,Manual,1st Owner,68.05,Petrol,5.0,19.81,Hatchback,Agra,i10,EERRPCZ94NP9F1Y27,Magna 1.1
5,5,5,Hyundai,2015,1197.0,3rd Party,4.7,70000.0,Manual,1st Owner,81.86,Petrol,5.0,17.19,Hatchback,Agra,i20,1ALTEWS68LUAPK6ZD,Active 1.2
6,6,6,Tata,2017,1047.0,3rd Party,3.6,120000.0,Manual,1st Owner,69.0,Diesel,5.0,27.28,Hatchback,Agra,Tiago,9GXPR63B014CLRE8S,1.05 Revotorq XZ
7,7,7,Hyundai,2010,1086.0,3rd Party,2.0,60000.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Agra,i10,LC0EV4V281WG259N6,Magna 1.1
8,8,8,Maruti,2016,1196.0,3rd Party,3.7,20000.0,Manual,1st Owner,73.0,Petrol,7.0,15.37,Minivans,Agra,Eeco,8ZEM5KBE8Z57B22FL,7 Seater Standard BSIV
9,9,9,Hyundai,2009,1086.0,3rd Party,1.2,30000.0,Manual,1st Owner,62.0,Petrol,5.0,,Hatchback,Agra,Santro,PZNB1P12XZ2B76ERX,Xing GL
10,10,10,Honda,2014,1198.0,3rd Party,3.3,70000.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Agra,Amaze,49VHDCK69SE3LVH0D,E i-Vtech
11,11,11,Hyundai,2018,1197.0,3rd Party,4.75,60000.0,Manual,2nd Owner,81.86,Petrol,5.0,20.14,Sedan,Agra,Xcent,XK82PV9G3KJF1V004,1.2 VTVT SX
12,12,12,Maruti,2020,1462.0,3rd Party,6.86,50000.0,Manual,3rd Owner,103.25,Petrol,5.0,21.56,Sedan,Agra,Ciaz,ETF615J92KRYPX2YS,Sigma BSIV
13,13,13,Hyundai,2021,1493.0,3rd Party,12.5,60000.0,Manual,1st Owner,98.6,Diesel,5.0,23.7,SUV,Agra,Venue,G0NN7NRC472P1HH5E,SX Opt Executive Diesel
14,14,14,Hyundai,2021,1396.0,3rd Party,11.0,60000.0,Manual,1st Owner,89.0,Diesel,5.0,23.7,SUV,Agra,Venue,VJT28SP4662NTCB85,SX Dual Tone Diesel BSIV
15,15,15,Maruti,2019,998.0,3rd Party,3.95,20000.0,Automatic,1st Owner,67.1,Petrol,5.0,23.95,Hatchback,Agra,Alto,AS6AAB9T2VRBBJ0V2,K10 VXI AGS Optional
16,16,16,Maruti,2016,998.0,3rd Party,3.5,40000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Agra,Wagon,8BHM80NY59U6NT7E0,R LXI CNG
17,17,17,Toyota,2011,1496.0,3rd Party,2.89,50000.0,Manual,2nd Owner,88.7,Petrol,5.0,17.6,Sedan,Agra,Etios,WEW8CJWD6MFG3ETL6,VX
18,18,18,Toyota,2011,1364.0,3rd Party,2.82,150000.0,Manual,1st Owner,87.2,Diesel,5.0,21.43,Sedan,Agra,Corolla,W6VC62HN1T7UZD5X3,Altis Diesel D4DGL
19,19,19,Kia,2021,998.0,3rd Party,10.0,10000.0,Manual,1st Owner,118.36,Petrol,5.0,18.2,SUV,Agra,Sonet,RVT3CKAL8W9YVHP6K,HTX Plus Turbo iMT BSVI
20,20,20,Maruti,2020,1462.0,3rd Party,7.85,30000.0,Manual,2nd Owner,103.25,Petrol,5.0,20.65,Sedan,Agra,Ciaz,3G4Y06SD7D3K4VN51,Alpha BSVI
21,21,21,Ford,2014,1498.0,3rd Party,3.0,150000.0,Manual,3rd Owner,89.84,Diesel,5.0,22.7,SUV,Agra,Ecosport,54CCX55H56ARCEZVP,1.5 DV5 MT Ambiente
22,22,22,Mitsubishi,2011,2360.0,3rd Party,3.97,80000.0,Automatic,2nd Owner,170.0,Petrol,5.0,11.3,SUV,Agra,Outlander,D1WK2UKL9DCVUTVCK,2.4
23,23,23,Maruti,2015,1248.0,3rd Party,3.75,20000.0,Manual,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,Swift,350B3BD09K165EB69,Dzire VDI
24,24,24,Maruti,2011,998.0,3rd Party,1.0,120000.0,Manual,3rd Owner,67.1,Petrol,5.0,20.92,Hatchback,Agra,Alto,7VK1PW0S1F1MWUUJX,K10 LXI
25,25,25,Mitsubishi,2011,2360.0,3rd Party,3.97,80000.0,Automatic,2nd Owner,170.0,Petrol,5.0,11.3,SUV,Agra,Outlander,EM2W2UFUXD3KS2W87,2.4
26,26,26,Maruti,2021,1197.0,3rd Party,6.75,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Agra,Baleno,MJJWR1514XYZRXB8V,Zeta
27,27,27,Hyundai,2018,1197.0,3rd Party,4.65,60000.0,Manual,2nd Owner,81.86,Petrol,5.0,20.14,Sedan,Agra,Xcent,FHHZB4DV11DJKH0FB,1.2 VTVT SX
28,28,28,Maruti,2015,1197.0,3rd Party,4.8,80000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,Swift,CTC3RC4P4ZKRYJHWJ,Dzire VXI
29,29,29,Maruti,2014,796.0,3rd Party,2.25,100000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,Alto,ZY198ZUF6LS6M4WGN,800 LXI
30,30,30,Maruti,2016,998.0,3rd Party,3.2,70000.0,Manual,2nd Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,Wagon,MX0SDPEH404YW80VG,R VXI Optional
31,31,31,Hyundai,2015,1197.0,3rd Party,4.15,30000.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,Grand,EWFLF6HN03LTE7CTD,i10 Sportz
32,32,32,Maruti,2012,1248.0,3rd Party,2.4,120000.0,Manual,3rd Owner,74.0,Diesel,5.0,22.9,Hatchback,Agra,Swift,BK40A3UX1U4UMXHVC,VDI
33,33,33,Mahindra,2013,2179.0,3rd Party,3.5,100000.0,Manual,3rd Owner,140.0,Diesel,7.0,15.1,SUV,Agra,XUV500,1DF4JSFC9XFN9L71S,W6 2WD
34,34,34,Mahindra,2013,2179.0,3rd Party,3.5,100000.0,Manual,3rd Owner,140.0,Diesel,7.0,15.1,SUV,Agra,XUV500,TS275E5EX42EXU434,W6 2WD
35,35,35,Tata,2013,2179.0,3rd Party,2.96,90000.0,Manual,2nd Owner,138.1,Diesel,7.0,11.57,SUV,Agra,New,1JCZFP3J3LDD800UP,Safari DICOR 2.2 EX 4x2
36,36,36,Tata,2013,2179.0,3rd Party,2.96,90000.0,Manual,2nd Owner,138.1,Diesel,7.0,11.57,SUV,Agra,New,7D7FM0HE8TPUSDG6E,Safari DICOR 2.2 EX 4x2
37,37,37,Tata,2018,1199.0,3rd Party,3.16,100000.0,Manual,1st Owner,84.0,Petrol,5.0,23.84,Hatchback,Agra,Tiago,VKY9C84U4ZNA3PDLZ,1.2 Revotron XE
38,38,38,Maruti,2017,1248.0,3rd Party,7.5,100000.0,Manual,2nd Owner,88.5,Diesel,5.0,24.3,SUV,Agra,Vitara,7RGBRL5W9B8PZPZ3M,Brezza ZDi Plus Dual Tone
39,39,39,Maruti,2019,1248.0,3rd Party,9.0,120000.0,Manual,1st Owner,88.5,Diesel,7.0,25.47,MUV,Agra,Ertiga,FC6TY1M58M4TDLEKB,VDI
40,40,40,Maruti,2022,998.0,3rd Party,5.6,10000.0,Manual,1st Owner,65.71,Petrol,5.0,25.24,Hatchback,Agra,Celerio,548H06U667B49J980,VXI BSVI
41,41,41,Maruti,2017,1248.0,3rd Party,8.0,150000.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Agra,Vitara,KGV6MWJG1RW0YMF93,Brezza ZDi Plus
42,42,42,Hyundai,2017,1396.0,3rd Party,9.0,120000.0,Manual,2nd Owner,88.7,Diesel,5.0,22.1,SUV,Agra,Creta,JLAKJC8T522SCFXAH,1.4 E Plus
43,43,43,Maruti,2019,796.0,3rd Party,2.8,80000.0,Manual,1st Owner,47.33,Petrol,5.0,22.05,Hatchback,Agra,Alto,AC7K3T382HF9MKULW,800 LXI
44,44,44,Toyota,2013,2494.0,3rd Party,5.5,90000.0,Manual,2nd Owner,100.6,Diesel,7.0,11.4,Toyota,Agra,Innova,1V8PKRDB5GC3S1DYG,2.5 E Diesel MS 7-seater
45,45,45,Toyota,2009,2494.0,3rd Party,2.5,150000.0,Manual,1st Owner,102.0,Diesel,8.0,12.8,MUV,Agra,Innova,RRFB7MCF3NW211V91,2.5 G (Diesel) 7 Seater BS III
46,46,46,Tata,2011,1248.0,3rd Party,1.5,150000.0,Manual,1st Owner,90.0,Diesel,5.0,18.8,Sedan,Agra,Manza,WNMADJYJ7ZYMRFPN6,Aqua Quadrajet
47,47,47,Tata,2011,1248.0,3rd Party,1.5,150000.0,Manual,1st Owner,90.0,Diesel,5.0,18.8,Sedan,Agra,Manza,DCK2RDVC746SZ9JVA,Aqua Quadrajet
48,48,48,Hyundai,2017,1186.0,3rd Party,4.8,20000.0,Manual,1st Owner,73.97,Diesel,5.0,24.0,Hatchback,Agra,Grand,U2EFDNDM3XKE0FYPC,i10 1.2 CRDi Sportz Option
49,49,49,Maruti,2017,1196.0,3rd Party,3.0,150000.0,Manual,1st Owner,61.7,CNG,5.0,16.2356,Minivans,Agra,Eeco,HNUHYLV77XAVZNBX2,CNG 5 Seater AC BSIV
50,50,50,Maruti,2017,1196.0,3rd Party,3.0,150000.0,Manual,1st Owner,61.7,CNG,5.0,16.2356,Minivans,Agra,Eeco,0ZHDS8Y6XTP511CLL,CNG 5 Seater AC BSIV
51,51,51,Maruti,2017,1196.0,3rd Party,3.0,150000.0,Manual,1st Owner,61.7,CNG,5.0,16.2356,Minivans,Agra,Eeco,GU1BF79H0PVYASWEY,CNG 5 Seater AC BSIV
52,52,52,Audi,2014,1968.0,3rd Party,12.0,30000.0,Automatic,2nd Owner,147.51,Diesel,5.0,16.55,Sedan,Agra,A4,AEHP2WA648R1JM5DV,2.0 TDI
53,53,53,Hyundai,2022,1197.0,3rd Party,8.0,10000.0,Manual,1st Owner,81.8,Petrol,5.0,21.0,Hatchback,Agra,i20,VEC91PWCX51E2GPYX,Sportz BSVI
54,54,54,Volkswagen,2012,1199.0,3rd Party,2.0,80000.0,Manual,5th Owner,73.9,Diesel,5.0,22.07,Hatchback,Agra,Polo,MVCURJGF6U5N8DX98,Diesel Trendline 1.2L
55,55,55,Maruti,2019,1248.0,3rd Party,7.4,80000.0,Manual,2nd Owner,88.5,Diesel,5.0,24.3,SUV,Agra,Vitara,3Z5AJGUX11S6YMAWB,Brezza VDi
56,56,56,Hyundai,2009,1086.0,3rd Party,1.5,30000.0,Manual,1st Owner,62.1,Petrol,5.0,17.92,Hatchback,Agra,Santro,HT71RTED5ZTWJNMM6,Xing GLS
57,57,57,Maruti,2016,1248.0,3rd Party,5.2,30000.0,Manual,1st Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,Swift,V9016SFL4RL8GPADN,Dzire VDI
58,58,58,Hyundai,2010,1197.0,3rd Party,1.7,80000.0,Manual,3rd Owner,78.9,Petrol,5.0,20.36,Hatchback,Agra,i10,TJVXNG851N58U82SD,Sportz 1.2
59,59,59,Hyundai,2021,1197.0,3rd Party,7.1,30000.0,Manual,1st Owner,81.86,Petrol,5.0,17.52,SUV,Agra,Venue,MZBKS9CA8BUSFD1T2,S BSIV
60,60,60,Skoda,2021,999.0,3rd Party,9.5,20000.0,Manual,1st Owner,108.62,Petrol,5.0,18.97,Sedan,Agra,Rapid,LUZLGE7E5EVK1M520,1.0 TSI Onyx
61,61,61,Ford,2013,1399.0,3rd Party,2.4,70000.0,Manual,1st Owner,68.05,Diesel,5.0,20.0,Hatchback,Agra,Figo,F4D3ED9J6G4B27CX8,Diesel ZXI
62,62,62,Skoda,2021,999.0,3rd Party,9.3,20000.0,Manual,1st Owner,108.62,Petrol,5.0,18.97,Sedan,Agra,Rapid,R4VK7ENU9GM862BMN,1.0 TSI Onyx
63,63,63,MG,2022,1956.0,3rd Party,19.22,20000.0,Manual,1st Owner,167.67,Diesel,7.0,16.56,SUV,Agra,Hector,PWEBNC0EXACTPS6P8,Plus Select Diesel MT 7 STR
64,64,64,Hyundai,2013,814.0,3rd Party,1.5,50000.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Agra,EON,F71J7F7V6XK6V7R0T,D Lite
65,65,65,Hyundai,2015,1197.0,3rd Party,3.8,30000.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,Grand,BCWP1ZS69HXHCKSC3,i10 Magna
66,66,66,Tata,2021,1199.0,3rd Party,5.9,30000.0,Manual,1st Owner,86.63,Petrol,5.0,20.09,SUV,Agra,Punch,ZYCF3JU955MG6C9D4,Adventure BSVI
67,67,67,Volkswagen,2016,1498.0,3rd Party,4.0,150000.0,Manual,1st Owner,88.0,Diesel,5.0,20.14,Hatchback,Agra,Polo,K4L9N9H67HWL6S6EJ,1.5 TDI Comfortline
68,68,68,Toyota,2013,1364.0,3rd Party,3.0,40000.0,Manual,1st Owner,67.06,Diesel,5.0,23.59,Hatchback,Agra,Etios,R2V4CHAD5FZHNXFFM,Liva GD
69,69,69,Renault,2017,1461.0,3rd Party,5.0,120000.0,Manual,1st Owner,83.8,Diesel,5.0,19.87,SUV,Agra,Duster,KXE7JKGHXJ1HD4DFE,85PS Diesel RxE
70,70,70,Maruti,2015,796.0,3rd Party,2.1,20000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,Alto,5D3ABZKZ3J3Y7V9AT,800 LXI
71,71,71,Maruti,2009,998.0,3rd Party,1.0,90000.0,Manual,2nd Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,Wagon,807JLBAR95553800L,R LX Minor
72,72,72,Mahindra,2015,2179.0,3rd Party,9.0,50000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Agra,XUV500,ZM04XF7K22XGHKMFY,W10 2WD
73,73,73,Kia,2020,1493.0,3rd Party,13.49,70000.0,Manual,1st Owner,113.43,Diesel,5.0,20.8,SUV,Agra,Seltos,G0EXG0KU40AAA7357,HTX Diesel
74,74,74,Maruti,2019,1248.0,3rd Party,6.5,50000.0,Manual,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Agra,Swift,ZMW0EJ4P0E4DPZTR8,Dzire VDI
75,75,75,Maruti,2019,998.0,3rd Party,4.75,20000.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Agra,Wagon,YYHPAJR4395KYGA8C,R LXI
76,76,76,Nissan,2014,1461.0,3rd Party,3.2,90000.0,Manual,2nd Owner,83.8,Diesel,5.0,20.45,SUV,Agra,Terrano,XM0431921TWFG1GCT,XE 85 PS
77,77,77,Maruti,2019,1248.0,3rd Party,6.5,50000.0,Manual,1st Owner,74.02,Diesel,5.0,28.4,Sedan,Agra,Swift,4D17TD158ZW29B0RB,Dzire VDI
78,78,78,Hyundai,2015,1197.0,3rd Party,3.7,60000.0,Manual,2nd Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,Grand,0XBANSG08AKH5AMNM,i10 Sportz
79,79,79,Maruti,2009,1061.0,3rd Party,1.1,90000.0,Manual,2nd Owner,67.0,Petrol,5.0,18.9,Hatchback,Agra,Wagon,A3R4B1JV34Y0AEN25,R LXI Minor
80,80,80,Chevrolet,2009,995.0,3rd Party,0.5,60000.0,Manual,2nd Owner,63.0,Petrol,5.0,16.0,Hatchback,Agra,Spark,J64T8LJR2BKXCM5PP,1.0 LT Option Pack
81,81,81,Ford,2020,1499.0,3rd Party,5.5,60000.0,Manual,2nd Owner,98.96,Diesel,5.0,24.4,Hatchback,Agra,Figo,0JXU3ZTV6N4ZKWHCB,Titanium Diesel
82,82,82,Honda,2015,1498.0,3rd Party,3.9,90000.0,Manual,2nd Owner,98.6,Diesel,5.0,27.3,Hatchback,Agra,Jazz,XU0J23GG0K98UASKC,1.5 E i DTEC
83,83,83,Hyundai,2017,1086.0,3rd Party,2.5,20000.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Agra,i10,P7ZFN6GY2BN2HV0KP,Magna 1.1L
84,84,84,Maruti,2013,796.0,3rd Party,2.0,80000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,Alto,RET9R6FM3DFPG0V8G,800 VXI
85,85,85,Maruti,2022,1197.0,3rd Party,7.25,10000.0,Manual,1st Owner,88.5,Petrol,5.0,22.41,Sedan,Agra,Swift,BW7W5VU81JS1U0T8D,Dzire VXI BSVI
86,86,86,Honda,2017,1498.0,3rd Party,4.5,110000.0,Manual,1st Owner,98.6,Diesel,5.0,27.3,Hatchback,Agra,Jazz,2CSAV0WC9VL4T7UPP,1.5 V i DTEC
87,87,87,Honda,2017,1498.0,3rd Party,7.5,120000.0,Manual,1st Owner,97.9,Diesel,5.0,25.6,Sedan,Agra,City,A91K8BHH9NM17FUG1,i-DTEC ZX
88,88,88,Toyota,2011,1364.0,3rd Party,2.15,70000.0,Manual,3rd Owner,,Diesel,5.0,23.59,Hatchback,Agra,Etios,EAJSKEWSX9086ENJF,Liva GD
89,89,89,Maruti,2013,796.0,3rd Party,2.06,80000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,Alto,66SE1JAZ43SAU5TYC,800 VXI
90,90,90,Mahindra,2015,2179.0,3rd Party,5.5,120000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Agra,XUV500,ANC32NHJ1V3CLJR2Z,W8 2WD
91,91,91,Maruti,2012,998.0,3rd Party,2.5,150000.0,Manual,1st Owner,58.2,CNG,5.0,26.2,Hatchback,Agra,Wagon,5UFKKMM43WZ078SE4,R LXI CNG
92,92,92,Maruti,2013,796.0,3rd Party,2.1,80000.0,Manual,1st Owner,47.3,Petrol,5.0,22.74,Hatchback,Agra,Alto,4K9Z3XFS4XSJ48W7L,800 VXI
93,93,93,Toyota,2011,1496.0,3rd Party,2.5,70000.0,Manual,2nd Owner,,Petrol,5.0,17.6,Sedan,Agra,Etios,JNEGG1PPX6970XCYX,V
94,94,94,Renault,2016,799.0,3rd Party,1.85,60000.0,Manual,2nd Owner,53.3,Petrol,5.0,25.17,Hatchback,Agra,KWID,6NMVFTY28YMF1HKC8,RXL
95,95,95,Hyundai,2014,1197.0,3rd Party,3.0,70000.0,Manual,3rd Owner,82.0,Petrol,5.0,18.9,Hatchback,Agra,Grand,LRJ5VZY94F1ZJJAE9,i10 Sportz
96,96,96,Chevrolet,2009,995.0,3rd Party,0.5,60000.0,Manual,3rd Owner,62.0,Petrol,5.0,18.0,Hatchback,Agra,Spark,J2HTMVJRX46ZS3BNW,1.0 LT
97,97,97,Chevrolet,2009,995.0,3rd Party,0.5,60000.0,Manual,2nd Owner,62.0,Petrol,5.0,18.0,Hatchback,Agra,Spark,JM5UWAUL0HNK1M24Z,1.0 LT
98,98,98,Hyundai,2013,1120.0,3rd Party,2.5,100000.0,Manual,2nd Owner,70.0,Diesel,5.0,24.0,Hatchback,Agra,Grand,LP4JNZLT7TCBK3LD7,i10 CRDi Sportz
99,99,99,Maruti,2012,1586.0,3rd Party,1.9,120000.0,Manual,2nd Owner,103.3,Petrol,5.0,15.5,Sedan,Agra,SX4,0GS0AG8R3W7PCDZZ1,ZXI MT BSIV
100,100,100,Maruti,2019,1197.0,3rd Party,6.5,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Agra,Swift,YAYESW7A9ZZJ4U0GD,Dzire VXI 1.2
101,101,101,Mahindra,2013,2179.0,3rd Party,5.0,80000.0,Manual,1st Owner,120.0,Diesel,8.0,15.4,SUV,Agra,Scorpio,9MW57U5765YS65JX0,VLX SE BSIV
102,102,102,Honda,2013,1498.0,3rd Party,1.9,120000.0,Manual,1st Owner,98.6,Diesel,5.0,25.8,Sedan,Agra,Amaze,W8PG43TT8KY2WG8KW,E i-Dtech
103,103,103,Maruti,2019,1197.0,3rd Party,5.7,80000.0,Manual,2nd Owner,83.1,Petrol,5.0,21.4,Hatchback,Agra,Baleno,Z1VS44AL69K14H4T4,1.2 Zeta
104,104,104,Maruti,2014,1248.0,3rd Party,3.5,80000.0,Manual,2nd Owner,74.0,Diesel,5.0,23.4,Sedan,Agra,Swift,XDZ37WD5X4RW7R3YM,Dzire ZDI
105,105,105,Honda,2014,1498.0,3rd Party,3.8,120000.0,Manual,4th Owner,98.6,Diesel,5.0,26.0,Sedan,Agra,City,FEP6WL6TX82TYDZGU,i DTEC S
106,106,106,Maruti,2019,1248.0,3rd Party,7.8,100000.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Agra,Vitara,6HB8W6X54E30V7E1P,Brezza VDi
107,107,107,Renault,2018,799.0,3rd Party,2.4,20000.0,Manual,1st Owner,53.3,Petrol,5.0,25.17,Hatchback,Agra,KWID,N0JMG13J0VYTT954G,STD
108,108,108,Tata,2021,1199.0,3rd Party,8.4,10000.0,Manual,1st Owner,118.35,Petrol,5.0,17.33,SUV,Agra,Nexon,6HBZ2VZ93748KS0G6,XM BSVI
109,109,109,Ford,2013,1498.0,3rd Party,2.5,100000.0,Manual,2nd Owner,89.84,Diesel,5.0,22.7,SUV,Agra,Ecosport,L7CFRE6K0FZ4R5993,1.5 DV5 MT Trend
110,110,110,Maruti,2014,1248.0,3rd Party,4.0,100000.0,Manual,2nd Owner,74.0,Diesel,5.0,25.2,Hatchback,Agra,Swift,YL1ASV197028EY8F0,VDI BSIV
111,111,111,Maruti,2009,1061.0,3rd Party,1.5,80000.0,Manual,1st Owner,67.0,Petrol,5.0,18.9,Hatchback,Agra,Wagon,MNWTE8US9R6T5CY5L,R LXI Minor
112,112,112,Tata,2009,1248.0,3rd Party,1.0,70000.0,Manual,2nd Owner,75.0,Diesel,5.0,18.0,Hatchback,Agra,Indica,UFB6EZRG4ZCXD5NVN,Aqua 1.3 Quadrajet
113,113,113,Mahindra,2020,2179.0,3rd Party,12.75,50000.0,Manual,1st Owner,152.87,Diesel,7.0,15.1,SUV,Agra,XUV500,0D3T8W0X7WX7PZ0HR,W7
114,114,114,Datsun,2015,1198.0,3rd Party,2.7,30000.0,Manual,2nd Owner,67.0,Petrol,7.0,19.44,MUV,Agra,GO,PTH1ZZUJ9GRF606GJ,Plus T BSIV
115,115,115,Mahindra,2020,2179.0,3rd Party,12.75,50000.0,Manual,1st Owner,152.87,Diesel,7.0,15.1,SUV,Agra,XUV500,PCUAEWVH12XJYRAKW,W7
116,116,116,Chevrolet,2012,936.0,3rd Party,2.2,70000.0,Manual,2nd Owner,57.6,Diesel,5.0,25.44,Hatchback,Agra,Beat,TB8GMB6A46DDE00UA,Diesel
117,117,117,Ford,2017,1498.0,3rd Party,6.0,50000.0,Manual,1st Owner,99.0,Diesel,5.0,25.83,Sedan,Agra,Aspire,WGE07TD355YN538WK,1.5 TDCi Titanium
118,118,118,Mahindra,2016,2179.0,3rd Party,9.0,50000.0,Manual,1st Owner,140.0,Diesel,7.0,16.0,SUV,Agra,XUV500,WN55UXJ987CE22PXV,W4
119,119,119,Maruti,2019,1197.0,3rd Party,4.95,20000.0,Manual,1st Owner,81.8,Petrol,5.0,20.52,Hatchback,Agra,Wagon,6HDGCASG3ARNB41F5,R ZXI 1.2
120,120,120,Mahindra,2022,1197.0,3rd Party,9.8,60000.0,Automatic,1st Owner,108.62,Petrol,5.0,16.5,SUV,Agra,XUV300,3LN9FD9J6PHSJ5G4C,W8 Option AMT BSVI
121,121,121,Kia,2019,1353.0,3rd Party,13.75,20000.0,Automatic,1st Owner,138.0,Petrol,5.0,16.2,SUV,Agra,Seltos,T96GD16D68BUS1B05,GTX DCT
122,122,122,Maruti,2015,998.0,3rd Party,3.4,40000.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,Wagon,US19GRNB5W68SU754,R VXI BS IV
123,123,123,MG,2020,1451.0,3rd Party,13.0,40000.0,Automatic,2nd Owner,141.0,Petrol,5.0,13.96,SUV,Agra,Hector,H7961PPZ5GB8Y359C,Sharp DCT
124,124,124,Tata,2019,1198.0,3rd Party,6.0,70000.0,Manual,1st Owner,108.5,Petrol,5.0,17.0,SUV,Agra,Nexon,4ZPSDRYR4Y0Y1YGHN,1.2 Revotron XT
125,125,125,Honda,2012,1198.0,3rd Party,3.0,60000.0,Manual,1st Owner,86.8,Petrol,5.0,19.4,Hatchback,Agra,Brio,0EYV0E6A80CBM8FR9,V MT
126,126,126,Renault,2013,1461.0,3rd Party,5.0,150000.0,Manual,2nd Owner,78.0,Diesel,5.0,21.8,Sedan,Agra,Fluence,8YGFGU9K4R9GNR62N,Diesel E4
127,127,127,Toyota,2020,1496.0,3rd Party,10.99,40000.0,Manual,1st Owner,105.94,Petrol,5.0,17.1,Sedan,Agra,Yaris,KP8LS9L38KE7MNJ3G,G Optional
128,128,128,Honda,2011,1497.0,3rd Party,3.5,90000.0,Manual,2nd Owner,118.0,Petrol,5.0,17.0,Sedan,Agra,City,S5PHW1EH3C64WCKKP,1.5 V MT
129,129,129,Renault,2019,999.0,3rd Party,4.35,20000.0,Manual,1st Owner,72.0,Petrol,7.0,20.0,MUV,Agra,Triber,YJUHT7VE578F7BLJX,RXL BSIV
130,130,130,Maruti,2012,998.0,3rd Party,1.86,100000.0,Manual,2nd Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,Wagon,AN4JSFRA1JC69JFL8,R LXI BS IV
131,131,131,Maruti,2022,1196.0,3rd Party,6.25,20000.0,Manual,1st Owner,61.68,CNG,5.0,15.451199999999998,Minivans,Agra,Eeco,4JUETM6T6TABYUA0T,CNG 5 Seater AC
132,132,132,Maruti,2022,1196.0,3rd Party,6.25,20000.0,Manual,1st Owner,61.68,CNG,5.0,15.451199999999998,Minivans,Agra,Eeco,RXGYJA3R9TURYF5AD,CNG 5 Seater AC
133,133,133,Renault,2012,1461.0,3rd Party,4.5,120000.0,Manual,2nd Owner,108.45,Diesel,5.0,19.01,SUV,Agra,Duster,BJFC1EL66KLP7BHAV,110PS Diesel RxZ
134,134,134,Hyundai,2017,1396.0,3rd Party,6.5,80000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Agra,i20,NZWRK85W2GC8BSNPH,1.4 Asta
135,135,135,Maruti,2018,998.0,3rd Party,3.5,150000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Agra,Wagon,C2YBSJAY5AVHNCTD8,R LXI CNG
136,136,136,Hyundai,2009,1197.0,3rd Party,1.3,50000.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Agra,i10,YYJSUSVG335AGWX9K,Magna 1.2
