,Unnamed: 0.1,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN,Extra_info
15443,15443,15443,Mercedes-Benz,2019,1950.0,3rd Party,59.0,35000.0,Automatic,2nd Owner,160.92,Diesel,6.0,16.0,MUV,Mumbai,V-Class,A1CSH8D33RZ0Y5XU9,Exclusive
15444,15444,15444,Toyota,2018,2755.0,Comprehensive,34.5,38000.0,Automatic,1st Owner,174.5,Diesel,7.0,12.9,SUV,Mumbai,Fortuner,0U6A8MEH4JF8LUU3E,2.8 2WD AT BSIV
15445,15445,15445,Honda,2017,1198.0,Comprehensive,5.85,22000.0,Automatic,1st Owner,86.8,Petrol,5.0,16.5,Hatchback,Mumbai,Brio,WYPPMWEV1F1RLS24S,1.2 VX AT
15446,15446,15446,Maruti,2018,1373.0,3rd Party,6.95,37000.0,Automatic,2nd Owner,91.1,Petrol,5.0,19.12,Sedan,Mumbai,Ciaz,K24BMJCC0V8WKAKJV,1.4 AT Alpha
15447,15447,15447,Honda,2013,1497.0,3rd Party,4.21,65004.0,Automatic,1st Owner,116.4,Petrol,5.0,16.8,Sedan,Mumbai,City,MNVUEPPP0DJU95ZZ3,1.5 S AT
15448,15448,15448,Mercedes-Benz,2021,1332.0,Comprehensive,41.9,4500.0,Automatic,1st Owner,160.92,Petrol,5.0,,Sedan,Mumbai,A-Class,W7V2NV0K2E454MCUS,Limousine A 200 BSVI
15449,15449,15449,Volvo,2018,1969.0,Comprehensive,48.99,47000.0,Automatic,1st Owner,231.78,Diesel,5.0,11.2,SUV,Mumbai,XC60,V2J6D9YA2YZ1EXYCB,Inscription D5
15450,15450,15450,Mercedes-Benz,2020,1950.0,Zero Depreciation,62.99,9500.0,Automatic,1st Owner,191.7,Diesel,5.0,16.1,Sedan,Mumbai,E-Class,1GYYRL819SEFXUK18,Exclusive E 220d
15451,15451,15451,Porsche,2013,2967.0,Comprehensive,29.99,76000.0,Automatic,1st Owner,240.0,Diesel,5.0,15.15,SUV,Mumbai,Cayenne,V9F4G99Z05EHF3BH2,Diesel
15452,15452,15452,Maruti,2015,998.0,Comprehensive,3.5,61000.0,Manual,1st Owner,58.2,CNG,5.0,26.2,Hatchback,Mumbai,Wagon,839RTA326U9Y34YJ3,R LXI CNG
15453,15453,15453,Maruti,2015,1373.0,Comprehensive,6.65,47925.0,Automatic,1st Owner,91.1,Petrol,5.0,19.12,Sedan,Mumbai,Ciaz,TVADKUDA6ZU437U86,AT ZXi
15454,15454,15454,Honda,2011,1497.0,Comprehensive,2.95,63000.0,Automatic,2nd Owner,116.3,Petrol,5.0,15.6,Sedan,Mumbai,City,2KGLFTWJ35UR60W6T,V AT
15455,15455,15455,Volkswagen,2019,1498.0,Comprehensive,8.75,34000.0,Automatic,1st Owner,108.62,Diesel,5.0,22.0,Sedan,Mumbai,Ameo,13GXSGKP251AYUDLP,1.5 TDI Highline Plus AT
15456,15456,15456,Hyundai,2017,1197.0,Comprehensive,5.65,33000.0,Automatic,1st Owner,81.86,Petrol,5.0,18.9,Hatchback,Mumbai,Grand,2MWMA9PN6J5YHUBAW,i10 1.2 Kappa Sportz Option AT
15457,15457,15457,Maruti,2013,998.0,Comprehensive,2.6,66000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Mumbai,Wagon,ZXUSGHVU4KLJXKX0X,R LXI CNG
15458,15458,15458,Mitsubishi,2007,1999.0,Comprehensive,1.35,87000.0,Manual,2nd Owner,114.0,Petrol,5.0,14.7,Sedan,Mumbai,Cedia,HJFZ148E8BPPWBGPZ,Select
15459,15459,15459,Kia,2020,1353.0,Comprehensive,17.25,18000.0,Automatic,1st Owner,138.08,Petrol,5.0,16.5,SUV,Mumbai,Seltos,VW35N05H3THE8ATVA,GTX Plus DCT
15460,15460,15460,Volkswagen,2020,999.0,Comprehensive,7.9,30000.0,Manual,1st Owner,108.62,Petrol,5.0,18.24,Hatchback,Mumbai,Polo,CTPAZLR92ZED1R7D6,1.0 TSI Highline Plus
15461,15461,15461,Mercedes-Benz,2020,3982.0,Comprehensive,155.0,26000.0,Automatic,1st Owner,469.0,Petrol,4.0,7.08,Mercedes-Benz,Mumbai,S-Class,0PN797BW7R5366S4C,Maybach S560
15462,15462,15462,Honda,2017,1497.0,Comprehensive,7.95,39980.0,Manual,1st Owner,117.3,Petrol,7.0,15.4,SUV,Mumbai,BR-V,8YENGAAB6ABDL4LMB,i-VTEC VX MT
15463,15463,15463,Hyundai,2010,1197.0,3rd Party,2.35,19000.0,Automatic,2nd Owner,78.9,Petrol,5.0,16.95,Hatchback,Mumbai,i10,DZ8LFVSR0H28C9DSD,Sportz 1.2 AT
15464,15464,15464,Volkswagen,2016,1197.0,Comprehensive,6.5,44000.0,Automatic,1st Owner,103.2,Petrol,5.0,18.19,Sedan,Mumbai,Vento,XXAYTVHT1HGWZZ0A0,1.2 TSI Highline Plus AT
15465,15465,15465,Toyota,2016,1798.0,Comprehensive,9.35,44500.0,Automatic,1st Owner,138.03,Petrol,5.0,14.28,Sedan,Mumbai,Corolla,A2NKWJ5J2SL8HA8JK,Altis 1.8 VL CVT
15466,15466,15466,Kia,2020,1353.0,Comprehensive,16.75,26000.0,Automatic,1st Owner,138.08,Petrol,5.0,16.5,SUV,Mumbai,Seltos,1Y8UM3GH792G7JRVR,GTX Plus DCT
15467,15467,15467,Toyota,2011,1798.0,3rd Party,3.7,56000.0,Manual,1st Owner,138.1,Petrol,5.0,14.53,Sedan,Mumbai,Corolla,SN15S0329T8N0JFUW,Altis G
15468,15468,15468,Toyota,2021,2487.0,Comprehensive,39.75,18500.0,Automatic,1st Owner,214.5,Petrol,5.0,19.16,Sedan,Mumbai,Camry,BM6JHRJR8DGAAA4B7,Hybrid 2.5
15469,15469,15469,Tata,2021,0.0,Comprehensive,9.75,16500.0,Automatic,1st Owner,73.75,Electric,5.0,,Sedan,Mumbai,Tigor,RKSYMSA77ZDL3M68L,EV XZ Plus
15470,15470,15470,Ford,2017,1196.0,Comprehensive,4.35,33000.0,Manual,1st Owner,86.8,Petrol,5.0,18.16,Sedan,Mumbai,Aspire,RG69Y74N09LUGGYM8,1.2 Ti-VCT Trend
15471,15471,15471,Maruti,2018,1248.0,Comprehensive,8.75,30000.0,Manual,1st Owner,88.5,Diesel,7.0,25.47,MUV,Mumbai,Ertiga,HGYK5G2T2XSSP61B5,VDI
15472,15472,15472,Hyundai,2017,1197.0,Comprehensive,4.99,40880.0,Manual,1st Owner,81.86,Petrol,5.0,18.9,Hatchback,Mumbai,Grand,J539A91E1SB273P61,i10 1.2 Kappa Asta
15473,15473,15473,Maruti,2018,1248.0,3rd Party,8.49,39538.0,Automatic,2nd Owner,88.5,Diesel,5.0,24.3,SUV,Mumbai,Vitara,X26PET6UXCSGVNCLY,Brezza ZDi Plus AMT Dual Tone
15474,15474,15474,Mercedes-Benz,2017,2143.0,Comprehensive,22.5,57700.0,Automatic,2nd Owner,136.0,Diesel,5.0,17.9,Sedan,Mumbai,CLA,VGETZFRK04534YYFX,200 CDI Sport
15475,15475,15475,Maruti,2022,998.0,Comprehensive,4.75,14000.0,Manual,1st Owner,65.71,Petrol,5.0,21.7,Hatchback,Mumbai,S-Presso,W0WLJFEY7ALKJFV2T,VXI Plus 2019-2022
15476,15476,15476,Hyundai,2015,1591.0,Comprehensive,5.5,58557.0,Automatic,2nd Owner,121.3,Petrol,5.0,15.74,Sedan,Mumbai,Verna,7UPWAJTS1THLR8DHL,1.6 SX VTVT AT
15477,15477,15477,Maruti,2015,998.0,3rd Party,3.25,93900.0,Manual,2nd Owner,58.33,CNG,5.0,32.52,Hatchback,Mumbai,Wagon,BUK2RBGL8V27HJJES,R CNG LXI
15478,15478,15478,Honda,2013,1198.0,3rd Party,2.7,65200.0,Manual,1st Owner,86.8,Petrol,5.0,19.4,Hatchback,Mumbai,Brio,9KM7UP8S1JCDG8CLK,E MT
15479,15479,15479,Renault,2013,1461.0,Comprehensive,3.85,93000.0,Manual,1st Owner,83.8,Diesel,5.0,20.45,SUV,Mumbai,Duster,URX3BZ4K7C5UYDMM4,85PS Diesel RxE
15480,15480,15480,Maruti,2014,1373.0,3rd Party,5.3,39000.0,Manual,1st Owner,91.1,Petrol,5.0,20.73,Sedan,Mumbai,Ciaz,4C22NATF7WLVW7TCW,ZXi
15481,15481,15481,Toyota,2014,1798.0,3rd Party,6.51,66000.0,Automatic,2nd Owner,138.03,Petrol,5.0,14.28,Sedan,Mumbai,Corolla,9MNGCEBB714RWEJKW,Altis G AT
15482,15482,15482,Honda,2019,1497.0,3rd Party,8.44,46000.0,Manual,1st Owner,117.6,Petrol,5.0,17.4,Sedan,Mumbai,City,EGJUM0DY3B1CP2Z3X,i-VTEC V
15483,15483,15483,Hyundai,2018,1999.0,3rd Party,14.95,48000.0,Automatic,1st Owner,152.88,Petrol,5.0,12.95,SUV,Mumbai,Tucson,S6KFCJ6F3RW72RU5W,2.0 Dual VTVT 2WD AT GLS
15484,15484,15484,Skoda,2023,1498.0,Comprehensive,19.75,4500.0,Automatic,1st Owner,147.52,Petrol,5.0,18.41,Sedan,Mumbai,Slavia,2NYMMJS9X0AX3WWW8,1.5 TSI Style DSG Dual Tone
15485,15485,15485,Volkswagen,2016,1198.0,Comprehensive,4.9,990.0,Manual,1st Owner,73.75,Petrol,5.0,17.0,Sedan,Mumbai,Ameo,6FLDFAP76YBV6D7R3,1.2 MPI Comfortline
15486,15486,15486,Hyundai,2008,1086.0,3rd Party,1.65,44000.0,Manual,1st Owner,68.05,Petrol,5.0,19.81,Hatchback,Mumbai,i10,3SS892YT1XNX2VUA0,Era 1.1
15487,15487,15487,Ford,2015,1496.0,Comprehensive,5.4,63000.0,Automatic,2nd Owner,120.69,Petrol,5.0,14.7,SUV,Mumbai,Ecosport,PJZ2PUX53MCLKSK6L,1.5 Petrol Titanium AT
15488,15488,15488,Mahindra,2015,2179.0,Comprehensive,9.25,125000.0,Manual,2nd Owner,120.0,Diesel,7.0,15.4,SUV,Mumbai,Scorpio,9XDHSK1K2MP6X96H9,S10 7 Seater
15489,15489,15489,Porsche,2014,4134.0,Comprehensive,48.5,75000.0,Automatic,1st Owner,382.0,Diesel,5.0,13.6,SUV,Mumbai,Cayenne,60AF2NUR74ZESGPL2,S Diesel
15490,15490,15490,Maruti,2021,998.0,Comprehensive,5.36,6100.0,Manual,1st Owner,65.71,Petrol,5.0,21.7,Hatchback,Mumbai,S-Presso,MPH4B71H186K2GGK5,VXI Plus 2019-2022
15491,15491,15491,Maruti,2015,998.0,3rd Party,3.76,56100.0,Automatic,1st Owner,67.04,Petrol,5.0,23.1,Hatchback,Mumbai,Celerio,3RGJ0KBN7B1NU9E9V,VXI AT
15492,15492,15492,Maruti,2018,998.0,Comprehensive,4.76,58100.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Mumbai,Wagon,Z2JG1YT152M5NS81K,R VXI Plus
15493,15493,15493,Renault,2021,999.0,Comprehensive,6.96,15100.0,Manual,1st Owner,71.01,Petrol,7.0,20.0,MUV,Mumbai,Triber,NKHB4M189RJDT86CD,RXL
15494,15494,15494,Volkswagen,2019,999.0,Comprehensive,6.5,45728.0,Manual,1st Owner,75.0,Petrol,5.0,18.78,Hatchback,Mumbai,Polo,DRSWETJR50JMV9WMZ,1.0 MPI Highline Plus
15495,15495,15495,Maruti,2011,998.0,3rd Party,2.31,72000.0,Manual,1st Owner,67.1,Petrol,5.0,18.9,Hatchback,Mumbai,Wagon,XWMPKK8R61BN37VD1,R LXI BS IV
15496,15496,15496,Maruti,2010,1197.0,Comprehensive,2.46,79300.0,Manual,2nd Owner,85.8,Petrol,5.0,17.5,Sedan,Mumbai,Swift,948MHE164XU6HLADL,Dzire 1.2 Vxi BSIV
15497,15497,15497,Skoda,2018,1798.0,3rd Party,16.75,48000.0,Automatic,1st Owner,178.0,Petrol,5.0,15.1,Sedan,Mumbai,Octavia,ASX9PWER9EH92M3WK,1.8 TSI AT L K
15498,15498,15498,Maruti,2016,1373.0,Comprehensive,6.25,48000.0,Automatic,1st Owner,91.1,Petrol,5.0,19.12,Sedan,Mumbai,Ciaz,5Y251D3Z93NMAEG20,AT ZXi
15499,15499,15499,Honda,2016,2354.0,3rd Party,11.75,56000.0,Automatic,1st Owner,158.8,Petrol,5.0,11.1,SUV,Mumbai,CR-V,G42YZBP825PF530JF,2.4L 4WD AT
15500,15500,15500,Honda,2013,1198.0,Comprehensive,4.25,37000.0,Automatic,1st Owner,86.7,Petrol,5.0,15.5,Sedan,Mumbai,Amaze,X9U1A3HKXNLN2P3AV,VX AT i-Vtech
15501,15501,15501,Audi,2019,1968.0,3rd Party,34.75,37000.0,Automatic,1st Owner,187.74,Diesel,5.0,18.53,Sedan,Mumbai,A6,C7RPUA0S5VABRZJ5K,35 TDI
15502,15502,15502,Mercedes-Benz,2018,2143.0,3rd Party,49.75,38000.0,Automatic,1st Owner,201.15,Diesel,5.0,17.9,SUV,Mumbai,GLE,TRZ0A8TB3URUXY3EX,250d
15503,15503,15503,BMW,2017,2993.0,Comprehensive,57.75,54000.0,Automatic,1st Owner,261.49,Diesel,4.0,17.66,Sedan,Mumbai,7,VN6UA59B6N5HZURBW,Series 730Ld DPE Signature
15504,15504,15504,Mercedes-Benz,2019,1950.0,Comprehensive,49.0,53000.0,Automatic,1st Owner,191.7,Diesel,5.0,16.1,Sedan,Mumbai,E-Class,13SPGU6Y3VB4PTCME,Exclusive E 220d
15505,15505,15505,Honda,2013,1198.0,3rd Party,2.49,71067.0,Manual,2nd Owner,86.8,Petrol,5.0,19.4,Hatchback,Mumbai,Brio,5NU7A2C6X58NP6FCJ,S MT
15506,15506,15506,Toyota,2016,2494.0,Comprehensive,11.85,98000.0,Manual,1st Owner,100.6,Diesel,8.0,12.99,MUV,Mumbai,Innova,XRZ72P190AHS5F892,2.5 VX (Diesel) 8 Seater
15507,15507,15507,Tata,2021,1497.0,3rd Party,9.99,49223.0,Manual,1st Owner,113.42,Diesel,5.0,23.22,SUV,Mumbai,Nexon,ADWD633B1TEZZM6DL,XM S Diesel BSVI
15508,15508,15508,Maruti,2017,998.0,Comprehensive,3.49,20707.0,Automatic,1st Owner,67.05,Petrol,5.0,23.95,Hatchback,Mumbai,Alto,WFASK1LD82GL6R39B,K10 VXI AMT
15509,15509,15509,Toyota,2012,1364.0,Comprehensive,3.95,84000.0,Manual,1st Owner,,Diesel,5.0,23.59,Sedan,Mumbai,Etios,S8PN5WH12LRVZD5SH,VD
15510,15510,15510,Hyundai,2015,1582.0,Comprehensive,8.95,78000.0,Automatic,2nd Owner,126.2,Diesel,5.0,17.01,SUV,Mumbai,Creta,LCD0UYGV27NK102LD,1.6 CRDi AT SX Plus
15511,15511,15511,Toyota,2020,2393.0,3rd Party,19.95,37000.0,Manual,2nd Owner,148.0,Diesel,8.0,12.0,MUV,Mumbai,Innova,7EE4YA8V20GLGVYMW,Crysta 2.4 GX 8 STR
15512,15512,15512,Toyota,2020,2393.0,3rd Party,23.95,49000.0,Manual,1st Owner,147.51,Diesel,7.0,13.68,MUV,Mumbai,Innova,7Y5JW1RX1XD7WC8B6,Crysta 2.4 ZX MT
15513,15513,15513,Renault,2020,999.0,3rd Party,7.25,43000.0,Automatic,1st Owner,71.01,Petrol,7.0,18.2,MUV,Mumbai,Triber,AHSJHUZC5US3EPYVE,RXZ EASY-R AMT BSVI
15514,15514,15514,BMW,2019,1995.0,3rd Party,35.95,39500.0,Automatic,1st Owner,188.0,Diesel,5.0,21.76,Sedan,Mumbai,3,725JRLSW5CL7DJ3M6,Series GT Sport
15515,15515,15515,Kia,2022,1353.0,Comprehensive,18.5,4500.0,Automatic,1st Owner,138.05,Petrol,7.0,16.5,MUV,Mumbai,Carens,3L3E6GFR3G1J52U3N,Luxury Plus Turbo DCT 2022-2023
15516,15516,15516,Mahindra,2016,2179.0,Comprehensive,9.25,70433.0,Manual,1st Owner,140.0,Diesel,7.0,15.1,SUV,Mumbai,XUV500,Z1CA49FZX7679UAYR,W8 2WD
15517,15517,15517,Hyundai,2014,1197.0,Comprehensive,3.85,48000.0,Manual,1st Owner,82.0,Petrol,5.0,18.9,Hatchback,Mumbai,Grand,AHVPBN637MWDG8NMY,i10 Asta Option
15518,15518,15518,Toyota,2015,1798.0,Comprehensive,7.75,73944.0,Automatic,2nd Owner,138.03,Petrol,5.0,14.28,Sedan,Mumbai,Corolla,LHKXM5088ZD4VJM0Z,Altis VL AT
15519,15519,15519,Toyota,2009,2494.0,3rd Party,4.5,168583.0,Manual,2nd Owner,100.0,Diesel,7.0,12.99,MUV,Mumbai,Innova,TTKMDP4LX55H9PKT9,2.5 G (Diesel) 7 Seater
15520,15520,15520,Maruti,2018,1197.0,Comprehensive,6.49,45000.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Hatchback,Mumbai,Swift,XCC39CAT9PB8A7HLF,AMT ZXI
15521,15521,15521,Hyundai,2016,1591.0,3rd Party,9.0,70523.0,Automatic,1st Owner,121.3,Petrol,5.0,14.8,SUV,Mumbai,Creta,A8KN895MXULKLMR47,1.6 SX Automatic
15522,15522,15522,Maruti,2015,1373.0,3rd Party,5.55,66000.0,Automatic,2nd Owner,91.1,Petrol,5.0,19.12,Sedan,Mumbai,Ciaz,ME6XHPDJ4L13A9HSJ,AT ZXi
15523,15523,15523,Hyundai,2017,1197.0,Comprehensive,6.25,28153.0,Automatic,1st Owner,81.86,Petrol,5.0,17.36,Sedan,Mumbai,Xcent,6WFVPAB07J3H15GY6,1.2 VTVT S AT
15524,15524,15524,Skoda,2018,1968.0,Comprehensive,29.5,31000.0,Automatic,1st Owner,148.0,Diesel,7.0,16.25,SUV,Mumbai,Kodiaq,NPWBH5GR2W4SWC5B6,2.0 TDI Style
15525,15525,15525,Maruti,2015,1197.0,3rd Party,4.5,50000.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Hatchback,Mumbai,Swift,NPJ7PFE372SRBWT8W,VXI
15526,15526,15526,Mahindra,2021,1999.0,Comprehensive,27.25,9000.0,Automatic,1st Owner,197.13,Petrol,7.0,,SUV,Mumbai,XUV700,UD8GJURY0RP8PGTSH,AX7 AT Luxury Pack BSVI
15527,15527,15527,Honda,2017,1497.0,Comprehensive,8.75,32000.0,Automatic,1st Owner,117.6,Petrol,5.0,18.0,Sedan,Mumbai,City,NX0W8YPK3BECG2AVZ,i-VTEC CVT ZX
15528,15528,15528,BMW,2019,1995.0,Comprehensive,38.75,29500.0,Automatic,1st Owner,188.0,Diesel,5.0,21.76,Sedan,Mumbai,3,KG1SHADV0VJH1NZ29,Series GT Luxury Line
15529,15529,15529,Audi,2019,2967.0,Comprehensive,62.5,35000.0,Automatic,1st Owner,245.0,Diesel,7.0,14.75,SUV,Mumbai,Q7,LYWAXMKS9Y5E682GF,45 TDI Quattro Premium Plus
15530,15530,15530,Volkswagen,2016,999.0,Comprehensive,6.5,37060.0,Manual,1st Owner,108.62,Petrol,5.0,17.69,Sedan,Mumbai,Vento,W3VBP2488V1UEGFPS,1.0 TSI Highline
15531,15531,15531,Mercedes-Benz,2015,2143.0,Comprehensive,20.5,108400.0,Automatic,2nd Owner,203.2,Diesel,5.0,15.26,SUV,Mumbai,M-Class,NH424ZT07R02HZMZS,ML 250 CDI
15532,15532,15532,Honda,2022,1199.0,3rd Party,9.0,22000.0,Automatic,1st Owner,88.5,Petrol,5.0,18.3,Sedan,Mumbai,Amaze,RA2W9BA29H3SG5U39,VX CVT
15533,15533,15533,Hyundai,2015,1591.0,3rd Party,6.15,62700.0,Automatic,2nd Owner,121.3,Petrol,5.0,15.74,Sedan,Mumbai,Verna,W6ZNXUL15KGB1XEKN,1.6 SX VTVT AT
15534,15534,15534,Hyundai,2021,1493.0,3rd Party,18.95,39500.0,Automatic,1st Owner,113.45,Diesel,5.0,,SUV,Mumbai,Creta,U1Y1H9LD5WGX2EAZ5,SX Opt Diesel AT BSVI
15535,15535,15535,Maruti,2014,1373.0,3rd Party,5.75,112200.0,Manual,2nd Owner,80.9,CNG,7.0,22.8,MUV,Mumbai,Ertiga,AMTM6N2350KGW6WP6,VXI CNG
15536,15536,15536,Hyundai,2019,1591.0,3rd Party,12.95,16000.0,Manual,1st Owner,121.3,Petrol,5.0,15.8,SUV,Mumbai,Creta,DEP3NFDX9V2GRTH2P,1.6 SX Option
15537,15537,15537,Maruti,2018,1248.0,3rd Party,6.75,81000.0,Automatic,2nd Owner,74.02,Diesel,5.0,28.4,Sedan,Mumbai,Swift,4VN0CEHD6VF9SHGMZ,Dzire AMT VDI
15538,15538,15538,Mercedes-Benz,2021,2925.0,3rd Party,125.0,11600.0,Automatic,1st Owner,325.86,Diesel,7.0,,SUV,Mumbai,GLS,X0DPS6314AABX0JU0,400d 4MATIC BSVI
15539,15539,15539,Hyundai,2012,1591.0,Comprehensive,3.25,94272.0,Manual,1st Owner,121.3,Petrol,5.0,17.01,Sedan,Mumbai,Verna,LWGY50S83AB7WRGLV,1.6 SX VTVT
15540,15540,15540,BMW,2015,2993.0,Comprehensive,35.75,48000.0,Automatic,1st Owner,258.0,Diesel,7.0,15.97,SUV,Mumbai,X5,T6KDUB411UFGM0C2Z,xDrive 30d Design Pure Experience 7 Seater
15541,15541,15541,Mercedes-Benz,2015,2996.0,Comprehensive,52.5,53000.0,Automatic,3rd Owner,367.0,Petrol,5.0,8.9,Coupe,Mumbai,GLE,CSSZSTB25425URE3X,Coupe
15542,15542,15542,Toyota,2016,2755.0,Comprehensive,16.85,99000.0,Automatic,2nd Owner,171.5,Diesel,7.0,11.36,MUV,Mumbai,Innova,2GPUGX3283R246449,Crysta 2.8 ZX AT BSIV
15543,15543,15543,Hyundai,2010,1086.0,3rd Party,1.85,44700.0,Manual,2nd Owner,68.05,Petrol,5.0,19.81,Hatchback,Mumbai,i10,4SW7DGLU6L0J3Z941,Era
15544,15544,15544,Tata,2019,1198.0,Comprehensive,6.75,53000.0,Manual,1st Owner,108.5,Petrol,5.0,17.0,SUV,Mumbai,Nexon,9HU1ESS25UVW5WE8H,1.2 Revotron XM
15545,15545,15545,Kia,2022,1353.0,3rd Party,18.95,12000.0,Automatic,1st Owner,138.05,Petrol,7.0,16.5,MUV,Mumbai,Carens,L01LN21V92H8F8ZW7,Luxury Plus Turbo DCT 2022-2023
15546,15546,15546,Hyundai,2021,998.0,3rd Party,9.95,13000.0,Automatic,1st Owner,118.35,Petrol,5.0,18.15,SUV,Mumbai,Venue,B99PJB1N3G9S7RB4W,S Turbo DCT
15547,15547,15547,Hyundai,2022,998.0,3rd Party,10.95,1800.0,Manual,1st Owner,118.41,Petrol,5.0,,SUV,Mumbai,Venue,ULWE3K1E35B26YF0R,S Opt Turbo iMT BSVI
15548,15548,15548,Hyundai,2020,1197.0,3rd Party,6.95,18000.0,Manual,1st Owner,81.86,Petrol,5.0,18.6,Hatchback,Mumbai,i20,DYEGLE3J9BC7M4A6M,Sportz Plus
15549,15549,15549,BMW,2019,1995.0,Comprehensive,38.5,26500.0,Automatic,1st Owner,187.74,Diesel,5.0,19.59,Sedan,Mumbai,3,0D3XT6K54JHPNMKX6,Series 320d GT Luxury Line
15550,15550,15550,Volvo,2020,1969.0,Comprehensive,54.75,26000.0,Automatic,1st Owner,235.0,Diesel,5.0,11.2,SUV,Mumbai,XC60,6DWAVM91X7E0ZMVJ9,Inscription D5 BSIV
15551,15551,15551,Hyundai,2021,998.0,Comprehensive,11.95,11001.0,Automatic,1st Owner,118.35,Petrol,5.0,18.15,SUV,Mumbai,Venue,B6EWTJL76GD4UUL4A,SX Plus Turbo DCT
15552,15552,15552,Kia,2023,1493.0,Zero Depreciation,14.75,10000.0,Automatic,1st Owner,113.43,Diesel,5.0,,SUV,Mumbai,Sonet,NLT40HN13SJ0UGG6K,HTX Diesel AT BSVI
15553,15553,15553,Tata,2021,0.0,Comprehensive,13.85,16000.0,Automatic,1st Owner,127.0,Electric,5.0,,SUV,Mumbai,Nexon,HRBBS21CXPXSCN6VR,EV Prime XZ Plus LUX
15554,15554,15554,Mercedes-Benz,2018,1991.0,3rd Party,24.5,35000.0,Automatic,1st Owner,183.0,Petrol,5.0,15.04,Sedan,Mumbai,CLA,94F9EK1T9B1ES6S6K,200 CGI Sport
15555,15555,15555,Mahindra,2014,2179.0,3rd Party,5.95,85000.0,Manual,2nd Owner,140.0,Diesel,7.0,16.0,SUV,Mumbai,XUV500,ZC0N4244XKXHPSDUD,W8 4WD
15556,15556,15556,Ford,2014,1499.0,Comprehensive,4.99,80000.0,Manual,1st Owner,110.0,Petrol,5.0,15.8,SUV,Mumbai,Ecosport,SMKZR28N4000976RR,1.5 Ti VCT MT Trend
15557,15557,15557,Ford,2017,1499.0,Comprehensive,7.25,22000.0,Automatic,1st Owner,110.4,Petrol,5.0,15.63,SUV,Mumbai,Ecosport,GB5FLTJT5S7AP3E0H,1.5 Ti VCT AT Titanium BSIV
15558,15558,15558,Hyundai,2010,1197.0,3rd Party,2.49,64592.0,Automatic,2nd Owner,78.9,Petrol,5.0,16.95,Hatchback,Mumbai,i10,AV2TF4C042F6WLAV0,Sportz 1.2 AT
15559,15559,15559,Toyota,2017,2393.0,3rd Party,19.95,29800.0,Manual,1st Owner,147.8,Diesel,7.0,13.68,MUV,Mumbai,Innova,9BZ0CZVT9ZU891NG8,Crysta 2.4 ZX MT BSIV
15560,15560,15560,Tata,2017,1199.0,Comprehensive,5.45,34000.0,Manual,1st Owner,84.0,Petrol,5.0,20.3,Sedan,Mumbai,Tigor,HL3RL1T6XHU2FMLX7,1.2 Revotron XZ Option
15561,15561,15561,Toyota,2013,1364.0,Comprehensive,5.75,99000.0,Manual,2nd Owner,87.2,Diesel,5.0,21.43,Sedan,Mumbai,Corolla,XX9A7WM20CNMXDDA2,Altis D-4D GL
15562,15562,15562,Honda,2018,1497.0,Comprehensive,9.75,61000.0,Automatic,1st Owner,117.6,Petrol,5.0,17.4,Sedan,Mumbai,City,ML5CR8GP9BJ1AJ13R,ZX CVT
15563,15563,15563,Hyundai,2018,1197.0,3rd Party,7.25,29470.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Mumbai,i20,94MWG63E3JFMJ8BH1,1.2 Asta
15564,15564,15564,Maruti,2011,1248.0,3rd Party,2.98,118000.0,Manual,1st Owner,73.9,Diesel,5.0,19.3,Sedan,Mumbai,Swift,SPRDYG6930BJFMA28,Dzire LDi
15565,15565,15565,Tata,2022,1956.0,Comprehensive,22.99,26000.0,Automatic,1st Owner,167.67,Diesel,5.0,14.6,SUV,Mumbai,Harrier,M12XAZ2C43DKE85JL,XZA Plus Dark Edition AT 2020-2022
15566,15566,15566,Toyota,2021,2393.0,3rd Party,28.85,35000.0,Automatic,1st Owner,148.0,Diesel,7.0,12.0,MUV,Mumbai,Innova,02XZVHH131052JM2A,Crysta 2.4 ZX 7 STR AT
15567,15567,15567,Maruti,2017,1373.0,3rd Party,6.51,58000.0,Manual,1st Owner,91.1,Petrol,5.0,20.73,Sedan,Mumbai,Ciaz,AHURGG7W4FJYJZKMV,1.4 Zeta
15568,15568,15568,Kia,2020,1493.0,Comprehensive,17.95,24326.0,Automatic,1st Owner,113.43,Diesel,5.0,18.0,SUV,Mumbai,Seltos,2U2338BU8CLGVC9U8,GTX Plus Diesel AT
15569,15569,15569,Hyundai,2015,1591.0,Comprehensive,6.65,33989.0,Automatic,1st Owner,121.4,Petrol,5.0,17.01,Sedan,Mumbai,Verna,M1HLUMTK1TG5V4SSS,1.6 VTVT EX AT
